,label,location,tweet_text
1503,0,,people support even after months it's disgusting
1504,,The Arid Zone,i wonder how many of trump's mistresses were forced by him to have an #marchforlife
1505,0,"Kentucky, USA",if you support there is something wrong with you #marchforlife #makeamericaabortionfreeagain
1506,1,"Allston - Brighton, Boston",is human right
1507,1,,if you dont approve of then dont have one
1508,,Seattle WA,its just post birth
1509,1,flavortown,is healthcare
1510,,"Wheeling, West Kekistan, 26003",is he referring to partial birth im liberal and even i oppose that
1511,,"Louisville, KY",but i bet y'all are happy because of part
1512,,,retweeted zora suleman announces america is more pro life and us laws are wrong and need changing
1513,0,"San Francisco, CA",left anti-abortion movement is war on women facts more than of aborted children are women
1514,,,if men could get pregnant would be sacrament
1515,0,United States,get your head out of sand this march is to end it is about sanctity of life in womb
1516,,"Indiana, USA",media backs
1517,0,"Anderson, SC",if all of those are murder then willing is too
1518,0,United Kingdom,what choice will unborn ever have is murder and is evil
1519,0,,is not healthcare
1520,1,msp - most of the time,is an individual choice there is no mandate thus no discrimination this is twisted and dumb
1521,,,i hope porn star comes forward and says trump paid for her
1522,,"Herndon, VA",wish i had put down my window and said man this traffic is killer im late getting my wife to her appointment
1523,,"Alexandria, VA",i'm calling your mother it's never too late for an
1524,,,wow i'm walking
1525,,"Boston, MA | Washington, DC",that's tautology if was illegal only illegal providers would perform them
1526,0,"California, USA?",not sure what religion has to do with pretty simple dont let people kill babies
1527,0,"Melancthon, Ontario",is sick
1528,,,i'm not legal expert but i don't think includes newborn babies
1529,1,"Harrah, OK",lmao show me proof of brain activity in time you can get and ill admit youre right
1530,,,i'm thinking limit of should be raised to years
1531,,,wasn't there an interview with stern saying he wanted marla maples to have an
1532,,CT,today's gop - anti-abortion anti-birth control anti-children's healthcare anti-pollution regulations pro-life not so much
1533,,"Vest, Ky",so are you saying lower rates are caused by declining fertility rate
1534,,,are you seriously conflating war with
1535,,,somewhere out there are women trump has paid to have an
1536,,Midwest United States,you have problem seeing what results of an are that seems odd considering
1537,,"Chevy Chase, MD",and that any woman he impregnates can have an
1538,0,aeropuerto,actually no those people were killed thats what does it kills people
1539,,Left of Charleston. On a pond. Not golden.,walking thru impossible white male anti crowd him would cut man if she was here me true
1540,,Turn off Notifications! Boom!,they're alive they have life you're not for their life then you're not pro-life you're anti-abortion just say it
1541,,gt falls mt,i am not aware of late term at mos u r right it is called delivery
1542,,Area 51 UFO Hanger,they can all honestly say they've never had an
1543,0,Congressional District 2,women deserve better than #prolife #kathaleen #kathaleenforcongress #kathaleenwall #tx #cd
1544,,"ÜT: 34.333623,-86.76964",like trump has never paid for an please
1545,0,United States,im just saying there are so many other options than having an
1546,,United States,aren't you guy that asked marla maples to have an
1547,,,she didnt say was pro-black movement
1548,,"Oregon, USA",access to women's health care services will be biggest variable to reduce access to birth control
1549,,Alaska,didnt you just give medal to person that advocates
1550,,pembroke/cardiff,gunna say that sex pistols - bodies is my favourite song about
1551,0,aeropuerto,is slavery of our age be an abolitionist
1552,1,Lowryland Ireland,it would be amazing if energy being poured into that debate in britain was instead spent on access for ni women
1553,,,march life day reminds me that most hispanics oppose duped into voting for dems and compromising their moral values
1554,,Southern California ,wonder if his administration wouldve push for anti if stromy daniels gotten pregnant after trump bedded with her
1555,1,"Watsonville, CA",patrick there is no woman i know that wants to get an but sometimes it is needed
1556,,"Pennsylvania, USA",i was referring to
1557,,México,are you in favor or against
1558,,Its time to get Schwifty! ,do you really need all day to march about anti these people fuckin up downtown man
1559,0,Canada,they have no issue with but claim canadian seal hunt is inhumane
1560,0,NOLA or somewhere very close,late term elective baby is born then killed and its legal because they call it an
1561,,SoCal/Vegas,you may want to do some research before spouting off is very small part of planned parenthood
1562,,LA,he screwed up speech on and didnt correct it
1563,1,CAPITOL HILL,donald trump need to swhd with this more life march if woman wanna get an let her
1564,,"Washington, DC",st potus to officially speak men at march against #shitholepresident
1565,0,NOLA or somewhere very close,no late term elective where babies are born live and still killed and they call it
1566,,Dublin,might i suggest he doesn't have an if he's so opposed to one
1567,,,by way trump did say he hated everything about in interview almost years ago
1568,0,"State Park Place, IL",is totally wrongthankyou mr president
1569,,"Adelaide, South Australia",does anyone on here seriously think if stormy porn star got pregnant he wouldn't have told her to get an c'mon
1570,,"Polymer Alliance Zone, Hell",so you like guy that asked his wife to get an
1571,0,,in every at least one person dies
1572,,"Austin, TX",in context to late term
1573,,"Washington, DC",this would be great time for all women who were forced to have an by trump to come forward
1574,,"Accra, Ghana",in six yrs why which kind evil spirit dey worry am ahba
1575,,Delaware,democrats don't like factsthey advocate science when it fits their narrativenot so much with and transgenderism
1576,0,"Long Beach, CA",then dont get pregnant or have an simple
1577,,,i also didn't say that ibbitson was left i said commentators on both left and right are condemning clause
1578,,,dang you put hammer down on juan concerning wow mic drop
1579,,69 tekashi road,you were failed
1580,0,Minneapolis,# juan williams as woman i believe murder women have control over our reproductionkeep our pants up
1581,0,,trump to anti-abortion marchers 'we are with you all way may god bless you' thank you president trump
1582,0,,feels bad man
1583,1,Orange county CA,only thing worse than is to bring an unloved unwanted being into this world to suffersuffersuffer
1584,0,"Augusta, GA",is murder whether juan agrees or not
1585,0,,# can't believe juan williams just said is not murder
1586,,New York City,#thefive what is so crazy is that simple birth control would stop need for we wouldnt even need this discussion
1587,,"Los Angeles, CA",has everyone had in there life time
1588,,"Plano, TX",percent of americans who believe should be legal is currently at and against according to pew research
1589,0,Maryland ,ion know whats going on with planned parenthood but these protesters have gotten in my way too many times today that im anti-abortion now
1590,,,if only your mother had had an
1591,,Spring Valley California,without un-personing of fetus there would be very little
1592,,"arlington, VA",mandatory at nine months never heard that one before
1593,,"Arlington, VA",by outlawing you are making that decision you are literally deciding that they must live
1594,,,we were talking about and it's lack of connection to cancer any hormonal treatment carries cancer risk
1595,,,donald marla what are we going to do are you getting an marla are you kidding this kids my meal ticket
1596,,"Murphy, TX",ive never heard someone invoke their christian faith to justify juan #thefive
1597,,The Falls Of The Sioux,he literally had an anti rally what fuck #fucktrump #fuckreligion
1598,0,United States,please tell juan should not be form birth control
1599,,USA,similar logic to him speaking today as some anti-abortion god when he didnt use condom with hooker
1600,,Houston TX,you are wrong as usual m deplorable are against
1601,1,,remember pro choice does not mean you are pro you just believe in woman's choices
1602,,,when ppl started tweeting about their best or whateverthat's just so twistedand so so wrong
1603,,"Lake Placid, NY",just imagine women he has impregnated in his shady past and made them get an is hypocrite
1604,0,"Elm Grove, WI",is no different than taking out gun and shooting someone is that ok also
1605,,"Florida, USA",numbers drop drastically when democrat is in wh
1606,,,i'd be fine with that if so many of them weren't willfully ignorant on subject of
1607,,,is just democratic pc population control of poor americans
1608,0,Rhode Island,is murder
1609,0,USA,great argument on #marchforlife #prolife
1610,,,ask how many americans believe in for birth control it won't be anywhere near
1611,1,,agreed people who also need to learn something are those who are anti-abortion and anti-contraception
1612,0,"New Hampshire, USA",either you are pro life or you're not pro choice means pro simple
1613,0,,if lily potter had an then who would stop voldemort #lovesaveslives #marchforlife
1614,,Deep South,and on religion morality science regarding #thefive
1615,,,is state decision supreme court ruling on over step federal jurisdiction rescind supreme court
1616,0,,as christian how do you justify just would like to understand
1617,0,"Alabama, USA",thankful for tough stand on life thankful for tough stand and have taken against
1618,0,"Ohio, USA",claims to be christian but is pro abortionhow does that work whine williams
1619,,,numbers drop dramatically when sex ed and birth control are made readily available
1620,,,you can change your view on i did as did trump
1621,0,"Brooklyn, NY",your st person to voice what is my opinion on abortionmake it justifiable homicide
1622,,"Southpark, Co",hey did really force you to have an after he impregnated you in tahoe
1623,,Arizona,how many of 'pro choice' ppl for are against 'dealth penalty' #thefive
1624,0,OKC,dont bring up your christian beliefs with supporting if you did youd know life begins at conception psalms
1625,0,Washington State,is murder women do regret their go to hell demorats
1626,,Local pizza place ,ppl against are you okay with death penalty im curious
1627,0,,christian principle and christianity dont even belong in same sentence juan #moron #thefive
1628,0,,if isn't murder then they should save aborted fetus since it isn't murdered
1629,0,"Fleming Island, FL",as christian i dont believe is murder juan williams thats an oxymoron #thefive
1630,0,USA,greg gutfieldfor stating truththat is
1631,,"Wichita Falls, TEXAS",is th amendment issue not federal issue just another one of those issues that feds took from ststes #thefive
1632,0,United States,yes-juan williams just said he does not think is murder
1633,,right here!,on why doesn't man have say in it after all women can't get pregnant with out man
1634,,where are YOU?,its called sarcasm pope francis is at least consistent anti-abortion and anti death penalty
1635,0,"East Stroudsburg, PA",is premeditated murder
1636,1,,everybody has right to and right to pay for it themself not taxpayers
1637,,,ok but death penalty wrong #thefive
1638,0,,so sad that juan doesnt think is murder #marchforlife
1639,,United States,and ask juan what church does he go to that says isnt murder interesting church
1640,1,,i'm republican i think there should be forced if you can't afford baby you should not be having them period
1641,0,"Near Indian Rocks Beach, FL",is murder juan my ass
1642,,,but not as was argument
1643,,Nowhereville,so hes paid for lot more than one is what youre saying
1644,,Southern California,he's poster #shithole for
1645,1,,so when woman is raped and doesnt want kid she has no right to an
1646,0,,is murder
1647,,Great State of Texas,#releasethememo #thefive juan blk man in support of ok
1648,,,just letting you know it's pro-life march for life not anti-abortion march close but not really
1649,,United States,so orangeone aka acting like his anti-abortion lets remember he tried to get marla maples to abort his daughter
1650,,Galacksy and Amburr hotel,ok but i thought you said i refuse to pay
1651,,"Maryland, USA",there goes juan again with his inflated statistics at of americans agree with dear god shut him up #thefive
1652,,"Melbourne, Australia",or maybe hed force her to get an because rules are for other people like regarding divorce
1653,,USA,president trump said he hated fact of he only had pro-choice stance for womans point of view
1654,,Southern by the Grace of God,liberals are pro choice when it concerns but not when it concerns education #thefive
1655,,,juan i disagree with you on it should be up to state
1656,1,"Kerry, Ireland",if you are anti don't have one
1657,0,,is barbaric thank you president trump for speaking out for unborn and those who charish life
1658,,"Pennsylvania, USA",yeah sureyou never would have had any if you sex partners get an
1659,0,,protestor needs to be told that baby is certainly awake when tears hisher body apart
1660,1,,bruh fuck that anti shit women has every right to decide if she isnt ready for children
1661,,,news flash dummy people who object to providing aren't providers
1662,0,,should be made illegal as means of birth control let doctor's decide for health reasons
1663,,,trump's ban is rich- proclaiming right to life meanwhile gop won't pass #chip to keep children healthy #mtp #p
1664,0,,god bless you mr president for standing for lifeno more tax for
1665,,USA,if you remember what president trump said he said he hated fact of but he was pro-choice for women
1666,1,,i hate to say it but coverage for march for life proves media is biased i love tho
1667,,Avondale,just wait till some enterprising journalist finds porn star in donald's racy background
1668,,,would you rather have or door stile structure utilizing pair of skins
1669,,Vagabond,i think may lose whatever claim it has on that status just not in way people envisioned
1670,,"Brownsville, TX",all guy meant to say was that law allows for up to ninth month of pregnancy
1671,,"Connecticut, USA",they would rather discuss babies born from god how i wish i was making that up #gopshutdown
1672,1,"📍ORANGE COUNTY, CA. ",should be legal safe accessible no excuses whatsoever
1673,,New York City,#thefive i was little more pro-choice until i heard of partial birth that is going way to far
1674,0,,its plain and simple is wrong
1675,,,sadistic couple who tortured their kids wereytumps ideal couple they were phony christians anti liars own private school
1676,1,Canada,if you dont believe in dont have one that is freedom otherwise stay out of other peoples lives
1677,,S.J.,imma bet there's an somewhere with your name on it
1678,,,what other services do they do besides nothing
1679,0,"Virginia, USA",people who cry for gun control to save lives are same people who support think about that #marchforlife
1680,1,,if you dont believe in dont have one woman has right to control her own bidy
1681,,,i predict we soon find out he paid for an st some point in recent past
1682,,Colorado,trump doesnt care one way or other about he just knows who his gullible base is
1683,,Nevada,who lauds about being popular filth
1684,,,one thing i fully believe is that trump has never paid for an
1685,0,"Indianapolis, IN",leftist american holocaust
1686,,"Portland, OR",liberals give up laws conservatives give up guns deal
1687,,United States,he obviously meant it's mistake
1688,,,god i wish your mother believed in #shitholepresident
1689,0,,i'm against but in your case i think your ugly mother should have pulled that plug
1690,,"Florida, USA",is there christian in democratic party if so why you stand for
1691,1,United States,if you don't want an don't get one it's that simple
1692,0,,demonstrate against try march for life
1693,0,Aperture Laboratories,is not woman's right it is right to murder innocent children pro-life until i die #marchforlife
1694,,Darlington/Sunderland,having debate with my dad over and womens rights isnt quite how i pictured my friday night to go if im honest
1695,1,,when is outlawed only outlaws perform them - and women girls die i care more about their lives than fetal life #marchforlife
1696,1,"Oregon, USA",give women full access to health care and birth control and need for will be minimal
1697,,"Chicago, IL",does trump think that women are pregnant for months and then wake up like nvm im gonna get an today lolz
1698,,,hes talking about yea dumb fucks
1699,0,"Miami, FL",stops beating heart
1700,,Texas,how can you fight against in america but do nothing about hundreds of thousands of severely neglected children already here
1701,,,does pence pray to trump or white jesus if he wants to make go bye bye
1702,0,"Bluffton, SC",should not be used for simple method of birth control
1703,,"Knoxville, Tennessee USA",i would bet my entire savings that this asshole has paid for an or three
1704,,Mississauga Ontario Canada,nah trump supporters support him for different reason nothing to do with religion or or porn
1705,,"Virginia, USA",you realize they passed that tax with right
1706,0,Washington,nah you are fine is one thing i have really really really hard time thinking is okay
1707,,North Carolina,i always love how leftist dodge main issue of by bringing up gun control and free healthcare #marchforlife
1708,0,"Minnesota, USA",fetus if not male is little woman love mom love child women deserve better than
1709,0,Right here where I live.,if you're so pro-lifethen repeal all pro lawsif notbe quiet you fraud
1710,,,i'm naming my first march for life #marchforlife
1711,1,Down the Rabbit Hole,if only time you consider women's bodies is to express outrage that some women choose to have an consider fucking off instead
1712,,"Virginia Beach, VA",but describing #marchforlife as an anti-abortion rally does
1713,0,Texas,i have no problem saying it i am anti which is killing or murder if you like of an innocent life
1714,,,did democratic congressmen and women vote against born alive services protection act omg they r evil
1715,,08/31/15 》she/they 》r l b l e,i think what he's trying to say is that there are states that allow in ninth month he is terribly misinformed
1716,0,,is not answer
1717,0,Texas,#marchforlife i cannot understand how people can be pro and anti death penalty for murderers it seems very odd #prolife
1718,0,State of New York,dude you say black lives matter yet you support can you say conundrum
1719,,,well ya weeks no
1720,,NIU mish life,actual biggest waste of money billions of dollars funnelled into planned parenthood aka machine
1721,0,,isnt birth control learn to be responsible
1722,0,"Miami, FL",stops beating heart
1723,,Planet Earth,id bet my life savings hes paid for an of someone he knocked up
1724,,The Chi,funny coming from guy who wanted marla to have an play to your base with bs donnie boy
1725,,probably with Mike,that and fact he doesnt know that having late term isnt giving birth lol
1726,,In the middle,lowering crime is blatantly racist eugenics type garbage disgusting
1727,,"Michigan, USA",associated w
1728,,"Los Angeles, CA",president trump steps to forefront of anti-abortion movement washington ap he once called himself pro-choice
1729,1,"New Jersey, USA",yes idiot my god-given liberty and right to have an
1730,,"North Carolina, USA",oh and when is your scheduled douchebag
1731,1,,so is unacceptable to you in any circumstance wow
1732,,The HORROR of 45,if stormy daniels got pregnant do you think chump would order her to have an
1733,0,"Charlotte, NC",kills human lifes
1734,0,,good of you to admit that is murder
1735,,,great shitshow that is debate is now underway lots of horseshite on way from both sides
1736,1,"Washington, DC",not true i love damn glad it exists and it should be free and available to anyone who wants one
1737,,"So Cal, USA",why are debates never about most affected humans abstraction logic is red herring logic
1738,0,"Anchorage, AK",is racism of white liberals on full display
1739,,"Mallow, Co. Cork, Eire",presumably trump is anti-abortion given all money hes shelled out on them over years
1740,,,not coincidence that went down during obama years
1741,,extremely online,nice anti rally
1742,,"San Antonio, TX",so you said earlier that safely getting an is important to you or that right atleast
1743,,"North Shore, MA",technology is going to make it impossible for you busybodies to ever know that someone received an deal with that
1744,0,"Akron, Ohio",christians are not pro-abortion christianity is about truth need for is lie
1745,,,get an
1746,0,berwick,i will never ever understand how some people think is okay #marchforlife
1747,0,"St. Mary's County, Mary-land",its st centurys adulteress storyan excuse for men to stone women
1748,0,"South Carolina, USA",i've noticed that everyone who is for has already been born - ronald reagan #marchforlife
1749,1,,in us god aborts about twice as many babies as planned parenthood #prolife #marchforlife
1750,1,"Baltimore, MD",y'all have to stop with this no one likes nonsense
1751,1,"Houston, TX",let all these anti folks start adopting kids since they care so much or push for children's healthcare
1752,,New England,it's really too bad your mother didn't have an
1753,1,"Lansdale, PA",unless it's mistress' kid then is ok
1754,,Earthling Central,there were at least three attempts by liberal backbenchers to get private members bill passed
1755,,"New York, NY",obviously trump is psycho and secretly got someone to get an his daughters probably got one so yeah hypocrite
1756,1,"Fort Carson, CO",is legal dont like it move to israel oh wait they give on demand for free
1757,,42 Wallaby Way Sydey,how come its pro-choice rallies and anti-abortion #prolifegen
1758,0,Baltimore md,is not birth control choice happens before conception even frailest life is worth saving
1759,,United States,you spelled anti-abortion wrong
1760,,"Philadelphia, PA",whats your thoughts on #vote #prolife #prochoice #marchforlife
1761,0,Oregon,you pro people are really running out of arguments if you have to use this
1762,,,if your argument for starts with well conservatives you don't really have one
1763,,,you know you know there is an in little donnies background
1764,0,,damn right we do democrats might not have problem with butchering babies but republicans do is murder
1765,,666,i never want to hear cis men talk about ever again
1766,1,,glad to hear it but how does your life experience qualify you to deny access to legal for other women
1767,1,,if you oppose but support death penalty and myth of just war then you aren't #prolife you are just anti-abortion
1768,1,Texas,basically if you make illegal youre gonna have to up social programs to take care of all life #marchforlife
1769,1,United States,trump addressed stupid people at anti-abortion rally
1770,,"Los Angeles, CA",i will put money on trump having paid for an at some point
1771,,Rural Wa.,holly figueroa oreilly late term is term
1772,0,adrift on the Mississippi ,#whywematch funny how pro ppl use such hateful language towards those w different opinion clear how dehumanizations work
1773,,,funny how trump is soooooooo anti-abortion we all know that without even thinking he would pay for one of his mistresses to get one
1774,0,"California, USA",is horrible
1775,1,"California, USA",ill be theresick of our leaders pro daca pro pro chips pro social security pro medicaremedicaid
1776,0,,od those beautiful human beings is continuation od nazi eugenic programme
1777,1,United States,and yes i know there is times when health of woman is at stake and no doubt an is needed
1778,0,,is murder
1779,0,Haunting tumblrs dreams,don't want an don't get pregnant
1780,,,excuse me didn't lying hypocrite trump demand marla maples get an #marchforlife
1781,,,right next to right to yeah
1782,,watford,so is it ok to have an if you are raped
1783,1,"Cincinnati, OH",lol trump if i want an im going to have an so fuck you lolololol
1784,,Maryland,or something i really can't tell i just know i've seen hella anti-abortion signs make america great again hats students nuns
1785,,,does moron think c-section is an
1786,0,,is murder evil #maga
1787,,,google news uk trump hails anti-abortion measures in speech at march for life
1788,1,NJ,is still legal in this country don't forget it
1789,,,he specifically talked about asking marla to get an on howard stern
1790,1,United States,for record i currently support ban on post- weeks
1791,,"Ile-de-France, France",because actual administration will prohibit
1792,1,"Whitesboro, NY",is green is moral
1793,,United States,trump could perform himself on th ave his worshippers wouldn't turn on him
1794,0,,nobody needs an unless their life is in danger
1795,,Wherever news breaks (Global),conservative irish leader supports easing of ban
1796,0,,so few people realize how affects fathers and mothers emotionally
1797,0,,it's true that white nationalists like because it kills more black babies than white babies
1798,,,trump wanted marla to have an
1799,0,utah,liberals want to keep black population in check through use of
1800,,Walking In To #Takeover ,imagine getting girl pregnant then boom she ask for that money
1801,1,"Vancouver, British Columbia",an is woman's right
1802,0,"Houston, TX",i dont support either
1803,1,Sc: flawless.ruth,ion support but i will always believe women should have that choice
1804,0,,fight against is helping needy
1805,,"Springfield, NJ",sir have you ever asked if hes paid woman to get an #marchforlife im willing to bet he has
1806,,Earth,ohh but you see those times he wanted so it's cool
1807,1,United States,i agree completely regardless of my feelings on i recognize that i have no right to make demands on someones uterus
1808,,📍HUSTLING,years my god
1809,,Philadelphia,trump only thinks is wrong because he got sad when he heard baby sharks eat their siblings in womb
1810,,"Charlotte, NC",truly want to end support comprehensive sex ed and access to affordable birth control
1811,,"Frigiliana, Spain.",so trump is against in order to keep his base alive #incest #rape #infidelity #trump
1812,0,265/3,without life there is no liberty say no to
1813,0,,thats only america its billions worldwide must stop this craziness is satanic child sacrifice
1814,,,are you discouraging or encouraging irresponsible pregnancy
1815,0,"Panama City, FL",thank you for saying no to and killing me mom #marchforlife
1816,0,"Shippensburg, PA",already this year are you least bit concerned
1817,1,Los Angeles,people who get mad about should have been aborted
1818,,charleston south carolina,how many has trump paid for
1819,,,why are you so against
1820,1,florida,dear #marchforlife you are biggest fucking hypocrites on planet don't want an don't get oneit's your choice #supportpp
1821,,"Crystal, MN",if you had knocked up stormy daniels would you have made her get an or forced her to bear your child
1822,,"Illinois, USA",he is pro hon
1823,,United States,no way trump hasnt bankrolled at least one
1824,0,"Buffalo, NY",fuck
1825,1,,making illegal has never in history stopped it from happening it just made it more likely to kill mother too
1826,,Weeb town,i never heard about an that needed to happen in order to safe mother
1827,,,there's no telling how many have been told same thing and responded with an
1828,,"North Hollywood, California",you mean like zootopia anti-abortion comic
1829,0,"Houston, TX",beto stands for on demand #sick
1830,,"Mobile, AL",i was just reading site and this is one of methods offered for pregnancies weeks or later
1831,1,IL-16,i love access and they should be publicly funded #marchforlife
1832,,"Texas, USA",he says child is tornborn from his mothers womb at months that is not that is birth
1833,,"Charleston, SC",damn they need to stop having sex or wrap tf up im sure that hurts pockets just as much as body
1834,0,Louisiana,so not true we love unborn babies born babies so stop lying is murder
1835,,,i can't wait until stormy comes forward with trump story
1836,0,"Tuscaloosa, AL",is ultimate exploitation of women #prolifegen
1837,0,Trapped in the medical library,and all of them are my first choice over second choice is adoption
1838,,"Orange County, CA",is not government issue
1839,,Kentucky,there's story trump tried to pressure marla maples to have an when she was pregnant with tiffany
1840,,,ha he wanted marla to get an she didn't
1841,0,,many countries who legalised years ago would not have done it if they knew then what they know now we will regret it
1842,,"Danville, Va.",then they should not mind cut in their public funding commensurate with procedures
1843,,,so if they went ahead with and had another child later then that child should be pro-choice
1844,0,SE Washington State,wise man once said those supporting have already been born
1845,,,trump could perform an on th avenue and right-wing fundamentalists would still support him
1846,0,,thank you mom for not killing me with leagal
1847,0,"California, USA",lovers are pathetic living shame
1848,,"Chicago, IL",what are odds that trump has paid for an at some point
1849,,,and also fact that would support if he had impregnated l
1850,,,criminalizing leads to fewer
1851,,"San Antonio, TX",do you think its government's role to make it easy for woman to have an
1852,1,NJ,#marchforlife entire anti-abortion crowd is about denying women control of their own bodies and relegating them to breeding stock
1853,,,this and abortionanti-choice bill they passed in house today that my vomit rep touted at march
1854,,South Bend IN,anti-abortion is most liberal term ever used i hate time magazine #marchforlife
1855,0,"Minnesota, USA",can be prevented use condoms #marchforlife
1856,0,Washington State,#marchforlife is nasty awful thing democrats do their party no favors by pretending it is no big deal it is big deal
1857,,"Hollywood, CA",bold move coming out for latest term possible #takethatobummer
1858,1,Canada,not that black white lowers crime and saves future lives
1859,,Independent Scotland Biggar ,i thought he was ant
1860,,,doesn't mexico city policy provide money to those seeking an outside of this country
1861,1,,no one should be forced to pay for or perform an free for everybody
1862,0,,thank you im adopted they chose to let me live #marchforlife adoption instead of #chooselife
1863,1,"Washington, DC",also trying your hardest to make illegal is literally definition of anti-life
1864,,"Hockessin, DE",clinics across country
1865,,"Carlton, nottingham",is anti march thing like dry january
1866,,El Salvador,don't want to argue just to know why are you against
1867,,"Nebraska, USA",its well known that minorities are number one victims of
1868,0,"Daytona Beach Area, Florida",is not healthcare
1869,0,United States,is such deadly conflict #prolifemarch #marchforlife
1870,,Earth,ya right that's why you asked marla to have an hypocrite
1871,0,,is womans right to kill another human being for convenience
1872,,,it it's c-section not an
1873,0,,back before sterilization was thing women don't die when murder is illegal
1874,,Minneapolis,he doesnt give crap about i would bet my life that he has paid for several
1875,,,how do doctors who took hippocratic oath to do no harm rationalize
1876,,,what does he have any idea what an is
1877,1,,if girl wants to get an then fucken let her lmfao shit
1878,1,"Sherbrooke, Québec",advocate for choice that's big reason they keep their fingers in their ears and vote for these guys
1879,0,Los Angeles ,say no to
1880,,From Mossel Bay to Maidenhead,aaaah but wait he's talking about at such late month some lefty almost convinced me he's lost it
1881,,Mirkwood // (she/her) // ✡️,that was me when i heard pro-birth crowd talking about nine months
1882,0,Nigeria,why would someone be comfortable with how people are actually okay with it and supporting it vehemently is nauseating
1883,,The Interwebz,rep in pa had to step down within last year for wanting his mistress to get an
1884,1,,which is why i'd get an if i got pregnant
1885,1,"San Francisco, CA",curious how those who fight don't fight so hard for children once they're born or be more supportive of struggling mothers
1886,,"Watford, England",maybe this is his way of saying hes in favour of now without having to say anything like it
1887,0,Louisiana,we're not cruel ones is murder
1888,,"purgatory, tx",i would stake my life on probability that our fearless terrifically pro-life leader has paid for more than one
1889,0,Colorado USA 🇺🇸,notice how folks that support have been born already ron reagan
1890,,,guy that is having extra marital affairs paying for sex is against spreading insanity is not what world needs
1891,,"Shaker Heights, OH",what states if any allow th month absent circumstances such as saving life of mother any
1892,,"San Antonio, TX",i'm guessing is mild subject for you then
1893,,United States,he does not care about
1894,,,-grandpa what is -ask your aunt - what aunt -exact
1895,,,how many women in trump's life has had answer to this question would be worth millions
1896,0,,since you are against regulation deregulate
1897,,Ninove,from beginning mr trump was clearly for but to be elected he changed
1898,,"Queens, NY",na son def gave it an
1899,1,,is legal
1900,,state trump won by 0.3 points,how can someone be pro life when couldve saved us from twitter page cloyd rivers
1901,,London ON Canada,making people eligible for public funding dependant on their view is not canadian value
1902,1,"Houston, TX",isn't an easy way out
1903,0,Ireland,alternative advocacy is vile to say least
1904,,Somewhere in the US,remember rep tim murphy self-proclaimed anti-abortion supporter when he told his mistress to get an i member #marchforlife
1905,1,,truth is is legal even tho u pro-birth supporters keep trying to whittle away at law
1906,,,y dem open b make dem no sell is it my church
1907,,#GentlemanTwitter,that tyler perry movie with back alley too never again
1908,,"Alden, NY",how are you anti-abortion when you've suggested it to past girlfriendswives #worstpresidentever
1909,,"Manchester, NH, Fairbanks AK",somehow i am not buying that all those carrying signs actually had an seems unlikely
1910,,London,also those who oppose tend to support capital punishment
1911,,Arizona,exactly and it breaks my heart why don't they realise that nobody wants an in first place
1912,0,"Waco, TX",too many use as birth control
1913,,PA,and all of pro is anti death penalty just so were clear i like this game lets do more
1914,,,playing bass- er base he doesn't care about
1915,,,you do know your mistresses won't be able to get an anywhere if you guys keep this shit up #marchforlife
1916,0,"East Tennessee, USA",funny how everybody that's ok with murdering child aka has already been born
1917,0,,# cause of death for pregnant women is murder seems lot of men want too and will kill mother to not have child
1918,1,anywhere but america,anti-abortion you mean anti-women
1919,1,,inventing time machine to go back and pay everyone whose child grew up to have participated in march for life to have an
1920,,,is not #prolife he is simply anti-abortion and they are not same
1921,,"Left Coast, USA",don't forget time he wanted his girlfriend to get an
1922,,"iPhone: 0.000000,0.000000",dont forget restrictions
1923,,"Ft. Myers, Florida",oh but would ask his mistress to have an dont fool yourself
1924,,"San Francisco, CA",didn't you just give some kind of award to dutch activist
1925,,that Information is classified,biggest irony ever pro life parade anti while gop is cutting chip that helps woman and children
1926,,san luis obispo,story breaks while trump talks family values at anti-abortion rally geeez #throwthebumsout
1927,1,"Oro Valley, AZ",steps backwarddon't want an don't have one
1928,1,,thousands also died from botched procedures isnt going away it will just be less safe
1929,,Business: criteegal@gmail.com,ahhhh he was trying to talk about late stage fuuuuck sake
1930,,Wonderland,nope they'd all say they paid for her too
1931,,In my feels,anti-abortion rallies lmaoo people are ridiculous
1932,,,how much did marla's set you back
1933,,Right here,born torn potato late term whatever
1934,1,Saturn’s Ring,i woulda got
1935,,"Lombard, IL",what do you think about trump's anti -abortion rally trump is crazy
1936,,lousy,right like you handled taxes and law get hell out of here trump you are nothing
1937,,"Newberg, OR",if you support #marchforlife but are for death penalty against civil rights or pro-war you are not pro-life but just anti-abortion
1938,,"West Midlands, England",i bet he has forced many of those women who he has slept with to get an
1939,,,im still laughing at trump accidentally making most surreal statement in support of
1940,,Around and about,is he trying to say that it takes longer to make baby or hes cool with why how did humanity allow this
1941,,This is my country. ,at some point woman who has had an after becoming pregnant by this phony will speak up
1942,,United States,that's pretty much your base right there all anti nuts
1943,0,"Fremont, CA",anyone who likes idea of is monster
1944,,Hålogaland,i like how liberal policies is more eugenic than that of so called conservative christians lol
1945,,"KY, USA",and fantastic anti-abortion song icicle melts
1946,,,now you understand why debate is so far off rails this is what they actually believe
1947,,"New York, NY",he was pro #allday
1948,,Nunya ,trump is about as anti-abortion as he is honest
