,label,location,tweet_text
606,0,,glad to see mike pence speaking at #marchforlife is genocide
610,0,The BLUE state of VA,- doesnt your pal use american s to support
624,0,Texas,is greatest human rights crisis of our time - million dead children
631,0,,'feminists' claim to champion all women while they continue to have our women of tomorrow murdered must end #silenceisbetrayal
636,0,Manila,trump says he supports bill seeking to end painful late term #marchforlife #whywemarch #lovesaveslives
639,0,"West Chester, Ohio",fun fact at least one person dies following successful
641,0,,more black babies were murdered thru in new york city last year than were born where was blm
643,0,"London, England",what i find strange is that everyone who is for has already been born very very strange indeed
645,0,,- it's not an anti-abortion march it's pro-life march #marchforlife #marchforlife
647,0,HockeyTown USA,isnt fucking birth control option
650,0,,thank you for marching for voices unheard needs to stop i am pro life
651,0,Bookings: djalixb@gmail.com ,#lovesaveslives no need for
655,0,Celtica ,strange how term for baby changes depending on whether or not to get an
666,0,Republic of Texas,legal is simply state sanctioned murder
669,0,United States,babies are allowed to be born in thm month who knew oh and by way only of americans support ok
670,0,,you wanna see how pro and pro life bs ends pull out buy some goddamn condoms or swallow problem solved
687,0,,late term is most heinous of murders thank god for gop leadership who wants to protect most innocent
689,0,USA,women who have an should be aborted or deported #maga
695,0,America,planned parenthood has hurt too many communities in america needs to come to an end commentary
709,0,"Astoria, Queens",tens of thousands babies born into great health care education and great infrastructure #marchforlife #prolife #trumptedtalks
717,0,Winter's Last Gasp... a/k/a FL,if politician stopped worrying about politicsabortion could be outlawed to-day #marchforlife
718,0,Live in Taylorville Il. From Bakersfield CA.,lets stop using word and instead call baby killing what it is baby killing nuff said
721,0,,#marchforlife has anti-abortion in headline no should be pro-life
722,0,,we are of countries that allow after weeks #marchforlife
724,0,"Washington, DC",roe v wade has resulted in most permissive laws this needs to change #marchforlife #prolifeyouth
728,0,,fact-late term is murder if you dont think so go watch it #outnumbered
744,0,Obamaland,is murder #marchforlife
745,0,The Paris of Appalachia,there is no such thing as an anti-abortion rights movement no rights are being denied to anti-choice activists fix your headline
749,0,"Pennsylvania, USA",that's right end forever #marchforlife
751,0,"North West, England",he's right it's too easy to get an
769,0,"La Porte, TX",when will criminal suggest laws against murder are wrong because laws conflict
777,0,"Perkasie, Pa",re living humans beings us murder great post thank you
778,0,United States,didn't realize unitedstates is one of top on iam glad president broth march of life thank god
779,0,New York,pro-life movement is diverse coalition that only agree on stop trying to wedge it apart w urnotreallyprolife
790,0,"Rhode Island, USA",is not health care if you mean actual health care your tweet is deeply incorrect
805,0,Phoenix Arizona,someday will be looked upon as cruel and barbaric practice
806,0,,is not reproductive choice moron
811,0,"Williamsville, NY",is not healthcare face facts
812,0,,why it's almost like began in this nation for eugenicgenocidal reasons or something oh wait
816,0,London,which us presidents have stood against and addressed #marchforlife #defundplannedparenthood #prolife
818,0,Pigeon Forge Tennessee,is murder
820,0,"Nashville, TN",good better yet get rid of all together
822,0,"Ohio, USA",has no place in god's world #marchforlife
823,0,USA,if public was able to see late term would be banned
830,0,"Minnesota, USA",well since was made to exterminate black lives i would say that march for lives is meant for all lives
835,0,"New York, NY | Washington, DC",we will march until we end and we will end
839,0,Small town Ohio,use whatever term you want ends life of human being
842,0,,praise god lets end murder of our fellow american citizens end now
844,0,,is murder
847,0,Probably at Starbucks,is murder ya know
849,0,The Socialist Republic of CA,who said that stop trying to justify by bringing up things completely unrelated
850,0,Colorado Springs,is seen by all too many as legitimate form of birth control
851,0,"Treasure Island, Florida",praying for you because #lovesaveslives biggest human rights violation in history
856,0,"Springfield, MO",ive noticed that everyone who is for has already been born ronald reagan #marchforlife
872,0,,if life does not begin at conception why is an used to kill non-life
873,0,,as long as they insist on calling it anti-abortion i will refer to them as anti-life
874,0,"Puyallup, WA",pro-choice's 'choice' to have an is contingent on choice that their own mother's did not have an
875,0,,aborting precious #child will leave you #empty #seek #god #death
881,0,,if life does not begin at conception why is an used to kill non-life
895,0,"Missouri, USA",spoiler some people are actually devastated by idea of and not just there to control women
898,0,"Ohio, USA",how is being against anti-liberty #moron
903,0,,i march because i champion women including unborn women who are killed every year by #marchforlife
904,0,"Director, Center for Legal Studies, C-FAM, New York",instead of funding what if that money was used to end that baby's disease instead of their life #whywemarch
905,0,Probably at Starbucks,agreed america should no longer fund clinic known as
912,0,,if you need an child is already too old to murder condoms are cheap enough and you have no excuse
917,0,,take money from clinics that they are still getting and pay our military
918,0,"San Fernando Valley, Ca",makes you parent of dead baby
928,0,,is big business that exploits women and unborn
931,0,Notyourbusinesstwitter,marchers are pro-life not anti-abortion
935,0,,no she's selfish inhumane and murderer abortionmurder
939,0,,also lot of christian missionaries in africa spreading messages of anti-abortion
940,0,"Los Angeles, CA",love all those christians who support him and stormy daniels as long as hes anti
950,0,,i have son that will be this year he lives because i refused to let my x get an
958,0,,i love fact that all liberal idiots on this thread think that is only option
960,0,,don't agree with tho
961,0,"Pennsylvania, USA",i dont like idea of at same time if womans life is in danger then yes
967,0,"Chicago, Il",wrong opposite is true is forced death is murder
974,0,"Treasure Island, Florida",no you are wrong they are trying to protect women from life long scourge of
976,0,,this is pure stupidity ban this legal murder of unborn children is evil
977,0,"Vienna, VA",no one should have an everyone should have an assault rifle #goplogic #gopmorality
992,0,,thank you for promoting truth - that is not good thing
998,0,America,everyone for is not christian
1000,0,"Treasure Island, Florida",they are laser focused on human rights and protection of women who have been harmed by
1002,0,mississippi,pro choice should start with what method of birth control you will use is not birth control
1004,0,"New Jersey, USA",million lives lost to since #whywemarch
1011,0,"Georgia, USA",is murder
1013,0,"Mobile, AL",just an observation if you are vegan due to concerns of animal death and are pro advocate you have confused me considerably
1015,0,,there are so much contraception options now is and should not be birth control
1017,0,,but pro-choice is not correct term either as they have shown no respect for women whose choice was not
1018,0,,funny how you stand for children and you are for
1019,0,United States,activists are anti-science #marchforlife
1021,0,Massachusettes USA,weeks neck must be broken to kill child in late term
1027,0,,as population control measure is
1031,0,,we must overturn roe v wade and make illegal and punishable #marchforlife
1038,0,"Cleveland, Ohio USA🇺🇸",is an abhorrent action
1043,0,"Ohio, USA/ San Luis Mexico",is murder #marchforlife
1048,0,Fredericton,for some people is all that matters they will vote for an evil person if he plans to end
1053,0,,end #daca #releasethememo ban
1054,0,,no to all of that except last one i do support bill ending with exceptions for rape and medical reasons
1069,0,,you are killing baby when you get
1071,0,,i showed you its up to you to understand there are two victims in every dead baby and dead conscience
1076,0,USA,labeled these pro-life marchers as anti activists they wonder why they are called #fakenews network
1080,0,USAF 1968-1972 ,there's no such thing as safe someone always dies
1093,0,standing in your safe space,is not sign that women are free but sign that they are desperate frederica mathewes-green #marchforlife
1102,0,,yes left want to reduce birth rates with and then use reduced birth rates as an excuse to bring immigrants in #marchforlife
1107,0,The United States of America,killing unborn is not health care it is
1110,0,"Kremlin basement, Moscow",is murder #marchforlife #releasethememo
1111,0,"North Carolina, USA",is murder plain and simple
1122,0,"Texas, USA",is murder if child wants to be born what right has anybody to deny that child his or her rights
1129,0,"Calabasas, CA",fact that is commonplace period is sign that satan exists
1138,0,Alabama & Mississippi,probably not argument i'd use if i were against but what i do know he's like smart person
1140,0,San Diego ,planned parenthood promotes as birth control in order to sell fetal tissue for profit why does anyone support this
1144,0,Shelbyville Indiana,after spending time with my niece and seeing how much my sister loves finley i'll never understand cowards way out
1145,0,amelia ohio,is murder by proxy and these women are so brainwashed they don't even realize it
1157,0,Philly is my homeland,needs to end
1161,0,Chicago Burbs,pro-conception not pro-life outlaw and sentence poor women to die
1165,0,,google pic of week fetus and then tell yourself that there doesnt need to be some reform
1174,0,Frontier Saloon,#marchforlife is murder but women also have right to choose government needs to stay out
1177,0,,he needs to ban is legal murder if thats ok why dont we just all go abort dreamers
1205,0,,should be illegal because it is murdering innocent life plain and simple it is legal murder
1208,0,Homeward Bound,thank you for sticking up for lives no more you will be blessed
1209,0,"Chicago, IL",of course makes it easy for men to avoid responsibility right kevin
1211,0,"Burien, WA",idiot complain everything will kill people and then support unconditionally #marchforlife
1221,0,"Miami, FL",stops beating heart
1229,0,Canada Global Contract Search,show me human rights law that says is right svp ty
1231,0,NYC,as ryan gives an anti speech it is better for babies to be born because then they can suffer more
1232,0,"Seattle, WA",i guess its progress that theyre admitting is death
1239,0,United States,and these rights demons want to kill that baby
1243,0,"Portland, OR from Wilmette, IL",this response sounds heartless heartlessness is what encourages
1246,0,"Florida, USA",ur nothing but trouble to women ur lying to women ur just criminal rights genocide racist criminal organization
1253,0,"Pueblo, CO",i've heard it regularly pro crowd are some sick puppies
1255,0,405,agreed i'm an advocate of nap and in my opinion is violation of nap
1259,0,,abortion- modern way to sacrifice children to demonic pagan gods like molak and baal nyc allows baal gateway #marchforlife
1262,0,,he is right is murder and it needs to stop
1266,0,"Springfield, MO",maybe we need trial by jury before each
1267,0,"California, USA",is not form of birth control its murder #marchforlife
1271,0,Torching your safespace,and for record there are lot of people against both and death penalty like me
1278,0,Thurles,and its not barbaric to chop up child what warped view you have of
1280,0,,it's more of gesture than anything he just needs to ban
1281,0,Dixie,i'm anti-abortion and pro baby
1288,0,Alaska,any is wrong it's murder
1291,0,"Florida, USA",right to genocide
1297,0,,is murder and should be illegal but it should be mandatory for gypsies #marchforlife
1298,0,Literally Chaos,remember murderer is just an unlicensed late-term provider
1300,0,"Brooklyn, NY",is not healthcare
1311,0,"New Orleans, Louisiana",keep safe and legal there is no way to kill baby and keep it safe
1320,0,,you can't explain to an year old because it is not true science faith logic and love are pro-life
1322,0,,yay no
1325,0,"Missouri, USA",being anti isnt misogynistic its an argument about when life begins
1337,0,"Oregon, USA",why does it theres no good reason for
1339,0,"Miami, FL",those who are alive and yet are pro are incredibly selfish human beings
1349,0,,is not contraceptive
1351,0,"Lexington, SC",only if you don't respect human life is dehumanizing
1352,0,"Oregon, USA",not me theres no decent excuse for
1353,0,"Lexington, MA",i am against but this quote is ridiculous leap
1355,0,"Boise, ID",lovers are always sinners
1358,0,,sorry to break it to you that isnt right
1366,0,United States,late stage is flat out murder
1379,0,life,is genocide
1386,0,"London, England",it would be wonderful if this were prelude to church calling for reform of act to protect unborn
1387,0,Revalia - Estonia - Eesti,respect is murder
1390,0,"New York, USA",having an is life changing surgery having some sexy fun with stranger isn't greater than future person's life
1392,0,"Chelsea, Manhattan",i agree #imchoice but hate let god be judge not humans
1396,0,Canada,you if you are against then dont do it unborn child i'm against it
1399,0,,i've noticed that everyone who is for has already been born -- ronald reagan
1402,0,"Misty Mountains, Middle Earth",i think is wrong but i'm not gonna try to make others see that view cause i'm not woman
1416,0,"North Carolina, USA",of all victims are women whose rights do you protect oh now i remember illegal aliens #prolife
1421,0,"California, USA",clinics are so nasty just stop
1425,0,"Keystone Heights, FL",i mean you people kill your own babies by democrats are just murders and racist
1426,0,,has always been about murder
1429,0,,adoption not i support march for life
1430,0,,i'm anti happy however i have no problem with death penalty
1432,0,Revalia - Estonia - Eesti,respect is murder
1436,0,"Pennsylvania, USA",is not acceptable it's killing of an innocent life that should never be okay
1440,0,"Freedom, USA",you know who else sells their product without showing results #plannedparenthood #marchforlife
1447,0,"Virginia, USA",if black lives really matter then maybe blm should start saving them buy burning down clinics in ghettos
1454,0,,yes we should but that doesnt mean we shouldnt stand completely against either
1464,0,,trying to dehumanize is blatant slap in face to any of us mothers who have suffered miscarriage
1465,0,,it's murder not no matter how many times you deny it
1467,0,Oregon,anti-abortion walk in my town this weekend they're lucky i'm in portland this weekend or i'd be hollerin
1473,0,"Miami, FL",stops beating heart
1474,0,#NEVERHillary ,is denial of fundamental right to live without right to life individual cannot exercise any other rights
1476,0,USA,#defundplannedparenthood nations giant and huge democratic party donor
1477,0,,this is about only thing i agree with him on lets do away with now
1478,0,Toronto,religious freedom is in charter right to an isn't
1481,0,"Salem, OR",is murdering your own baby
1484,0,Illinois,is infanticide thats why i #marchforlife
1485,0,"Brecksville, OH",i'm anti-abortion #iamantiabortion
1498,0,Disgusted,funny how democrats try to promote themselves as party of mercy yet have no problem with
1500,0,"roanoke, virginia",there is no excuse for none
1502,0,,people support even after months it's disgusting
1504,0,"Kentucky, USA",if you support there is something wrong with you #marchforlife #makeamericaabortionfreeagain
1512,0,"San Francisco, CA",left anti-abortion movement is war on women facts more than of aborted children are women
1514,0,United States,get your head out of sand this march is to end it is about sanctity of life in womb
1516,0,"Anderson, SC",if all of those are murder then willing is too
1517,0,United Kingdom,what choice will unborn ever have is murder and is evil
1518,0,,is not healthcare
1525,0,"California, USA?",not sure what religion has to do with pretty simple dont let people kill babies
1526,0,"Melancthon, Ontario",is sick
1537,0,aeropuerto,actually no those people were killed thats what does it kills people
1542,0,Congressional District 2,women deserve better than #prolife #kathaleen #kathaleenforcongress #kathaleenwall #tx #cd
1544,0,United States,im just saying there are so many other options than having an
1550,0,aeropuerto,is slavery of our age be an abolitionist
1558,0,Canada,they have no issue with but claim canadian seal hunt is inhumane
1559,0,NOLA or somewhere very close,late term elective baby is born then killed and its legal because they call it an
1564,0,NOLA or somewhere very close,no late term elective where babies are born live and still killed and they call it
1567,0,"State Park Place, IL",is totally wrongthankyou mr president
1570,0,,in every at least one person dies
1575,0,"Long Beach, CA",then dont get pregnant or have an simple
1579,0,Minneapolis,# juan williams as woman i believe murder women have control over our reproductionkeep our pants up
1580,0,,trump to anti-abortion marchers 'we are with you all way may god bless you' thank you president trump
1581,0,,feels bad man
1583,0,"Augusta, GA",is murder whether juan agrees or not
1584,0,,# can't believe juan williams just said is not murder
1588,0,Maryland ,ion know whats going on with planned parenthood but these protesters have gotten in my way too many times today that im anti-abortion now
1597,0,United States,please tell juan should not be form birth control
1603,0,"Elm Grove, WI",is no different than taking out gun and shooting someone is that ok also
1607,0,Rhode Island,is murder
1608,0,USA,great argument on #marchforlife #prolife
1611,0,"New Hampshire, USA",either you are pro life or you're not pro choice means pro simple
1612,0,,if lily potter had an then who would stop voldemort #lovesaveslives #marchforlife
1615,0,,as christian how do you justify just would like to understand
1616,0,"Alabama, USA",thankful for tough stand on life thankful for tough stand and have taken against
1617,0,"Ohio, USA",claims to be christian but is pro abortionhow does that work whine williams
1620,0,"Brooklyn, NY",your st person to voice what is my opinion on abortionmake it justifiable homicide
1623,0,OKC,dont bring up your christian beliefs with supporting if you did youd know life begins at conception psalms
1624,0,Washington State,is murder women do regret their go to hell demorats
1626,0,,christian principle and christianity dont even belong in same sentence juan #moron #thefive
1627,0,,if isn't murder then they should save aborted fetus since it isn't murdered
1628,0,"Fleming Island, FL",as christian i dont believe is murder juan williams thats an oxymoron #thefive
1629,0,USA,greg gutfieldfor stating truththat is
1631,0,United States,yes-juan williams just said he does not think is murder
1634,0,"East Stroudsburg, PA",is premeditated murder
1637,0,,so sad that juan doesnt think is murder #marchforlife
1640,0,"Near Indian Rocks Beach, FL",is murder juan my ass
1645,0,,is murder
1656,0,,is barbaric thank you president trump for speaking out for unborn and those who charish life
1658,0,,protestor needs to be told that baby is certainly awake when tears hisher body apart
1661,0,,should be made illegal as means of birth control let doctor's decide for health reasons
1663,0,,god bless you mr president for standing for lifeno more tax for
1673,0,,its plain and simple is wrong
1678,0,"Virginia, USA",people who cry for gun control to save lives are same people who support think about that #marchforlife
1684,0,"Indianapolis, IN",leftist american holocaust
1688,0,,i'm against but in your case i think your ugly mother should have pulled that plug
1691,0,,demonstrate against try march for life
1692,0,Aperture Laboratories,is not woman's right it is right to murder innocent children pro-life until i die #marchforlife
1698,0,"Miami, FL",stops beating heart
1701,0,"Bluffton, SC",should not be used for simple method of birth control
1705,0,Washington,nah you are fine is one thing i have really really really hard time thinking is okay
1707,0,"Minnesota, USA",fetus if not male is little woman love mom love child women deserve better than
1708,0,Right here where I live.,if you're so pro-lifethen repeal all pro lawsif notbe quiet you fraud
1712,0,Texas,i have no problem saying it i am anti which is killing or murder if you like of an innocent life
1715,0,,is not answer
1716,0,Texas,#marchforlife i cannot understand how people can be pro and anti death penalty for murderers it seems very odd #prolife
1717,0,State of New York,dude you say black lives matter yet you support can you say conundrum
1720,0,,isnt birth control learn to be responsible
1721,0,"Miami, FL",stops beating heart
1732,0,"Charlotte, NC",kills human lifes
1733,0,,good of you to admit that is murder
1737,0,"Anchorage, AK",is racism of white liberals on full display
1743,0,"Akron, Ohio",christians are not pro-abortion christianity is about truth need for is lie
1745,0,berwick,i will never ever understand how some people think is okay #marchforlife
1746,0,"St. Mary's County, Mary-land",its st centurys adulteress storyan excuse for men to stone women
1747,0,"South Carolina, USA",i've noticed that everyone who is for has already been born - ronald reagan #marchforlife
1757,0,Baltimore md,is not birth control choice happens before conception even frailest life is worth saving
1760,0,Oregon,you pro people are really running out of arguments if you have to use this
1763,0,,damn right we do democrats might not have problem with butchering babies but republicans do is murder
1771,0,adrift on the Mississippi ,#whywematch funny how pro ppl use such hateful language towards those w different opinion clear how dehumanizations work
1773,0,"California, USA",is horrible
1775,0,,od those beautiful human beings is continuation od nazi eugenic programme
1777,0,,is murder
1778,0,Haunting tumblrs dreams,don't want an don't get pregnant
1785,0,,is murder evil #maga
1793,0,,nobody needs an unless their life is in danger
1795,0,,so few people realize how affects fathers and mothers emotionally
1796,0,,it's true that white nationalists like because it kills more black babies than white babies
1798,0,utah,liberals want to keep black population in check through use of
1801,0,"Houston, TX",i dont support either
1803,0,,fight against is helping needy
1811,0,265/3,without life there is no liberty say no to
1812,0,,thats only america its billions worldwide must stop this craziness is satanic child sacrifice
1814,0,"Panama City, FL",thank you for saying no to and killing me mom #marchforlife
1815,0,"Shippensburg, PA",already this year are you least bit concerned
1823,0,"Buffalo, NY",fuck
1828,0,"Houston, TX",beto stands for on demand #sick
1833,0,Louisiana,so not true we love unborn babies born babies so stop lying is murder
1835,0,"Tuscaloosa, AL",is ultimate exploitation of women #prolifegen
1836,0,Trapped in the medical library,and all of them are my first choice over second choice is adoption
1840,0,,many countries who legalised years ago would not have done it if they knew then what they know now we will regret it
1843,0,SE Washington State,wise man once said those supporting have already been born
1845,0,,thank you mom for not killing me with leagal
1846,0,"California, USA",lovers are pathetic living shame
1854,0,"Minnesota, USA",can be prevented use condoms #marchforlife
1855,0,Washington State,#marchforlife is nasty awful thing democrats do their party no favors by pretending it is no big deal it is big deal
1861,0,,thank you im adopted they chose to let me live #marchforlife adoption instead of #chooselife
1867,0,"Daytona Beach Area, Florida",is not healthcare
1868,0,United States,is such deadly conflict #prolifemarch #marchforlife
1870,0,,is womans right to kill another human being for convenience
1872,0,,back before sterilization was thing women don't die when murder is illegal
1878,0,Los Angeles ,say no to
1881,0,Nigeria,why would someone be comfortable with how people are actually okay with it and supporting it vehemently is nauseating
1886,0,Louisiana,we're not cruel ones is murder
1888,0,Colorado USA 🇺🇸,notice how folks that support have been born already ron reagan
1895,0,,since you are against regulation deregulate
1902,0,Ireland,alternative advocacy is vile to say least
1911,0,"Waco, TX",too many use as birth control
1915,0,"East Tennessee, USA",funny how everybody that's ok with murdering child aka has already been born
1916,0,,# cause of death for pregnant women is murder seems lot of men want too and will kill mother to not have child
1942,0,"Fremont, CA",anyone who likes idea of is monster
1948,0,,ive noticed that everyone who is for has already been born
1953,0,,lololol u dont have right to kill fetus raping it is better than murder isnt solution
1957,0,,disparate impact has on poc is clear and accordingly is racist
1967,0,No list,why is it that people who demand right to only do so after they are born
1969,0,,#lovesaveslives #marchforlife unborn lives deserve chance partial birth baby can live outside womb by now
1970,0,"Mason, OH",ends human life
1972,0,"Melbourne, FL",abolishing murder starts in womb of mother let's put an end to
1973,0,,its not your body its new life kill urself if u want an
1974,0,"Denver, CO",what we've been doing to combat doesn't seem to be working does it so let's figure out other ways #marchforlife
1981,0,United States,ryllie how does it feel to take life of another human ie
1982,0,America ,is murder
1985,0,,either you are for god or you are against him is murder and god says thou shalt not kill god is real
2000,0,Greatest country in the world ,sucks dont do it #marchforlife
2002,0,The Void,yeah your right godwins law is to far the holocaust killed million killed million
2003,0,Ohio,i love how all these headlines are titling march for life as anti-abortion whats wrong with #prolife
2005,0,,arent you pro save these children in womb
2017,0,"Connecticut, USA",there is no such thing as pro-choice there are sides of argument pro-life and anti-life
2025,0,"Sheffield, England",it's almost like unsafe sex with random idiots then panicking and having an is bad thing who knew
2036,0,"Houston, TX",how can people be for after seeing things like this
2042,0,"Michigan, USA",i think that father should also have say i do not agree with
2049,0,,abolish human
2052,0,"Rio de Janeiro, Brazil",kills twice it kills baby and mothers conscience is anti-women three quarters of its victims are women
2056,0,,retweet trump roe v wade was worst scotus ruling ever i want congress to give me bill that bans
2058,0,,is not health care and should not be legal
2060,0,"Charlotte, NC",its shame that lot of people who are educated and consider themselves scientific or intellectual support #marchforlife
2062,0,United States,every pro advocate values life of serial killer over that of an unborn child just so were clear
2067,0,United States,imagine skill here to get positive outcome - awesome compared to butchery of
2068,0,,how could anyone that has held baby in their arms be pro baby is such miracle #marchforlife
2069,0,United States,just so we are clear everyone who is pro is for murdering babies
2072,0,"Michigan, USA",wish i was there situations like yours are why i am pro-life shouldnt even exist
2073,0,"Nashville, TN",yeah i guess lets just make that answer anyway no - adoption
2074,0,W/ Jon-Jon🍨,i dont think is way but if i were to ever end up pregnant somehowi would be tip toeing to planned parenthood
2081,0,,how is this anti-abortion why would you not want to save life of child
2084,0,"Corpus Christi, TX",capital one arena washington dc we are pro-life we are abolishing forever save lives souls love #prolifepetitions
2086,0,"Warszawa, Polska",is mortal sin unless you really really need one than its fine #realrepublicanism
2089,0,sf ca,equating to birth control is fundamentally immoral
2090,0,,every is sacrifice to satan
2092,0,"Calgary, Alberta",will end providers should pay price of their barbarism
2093,0,,post-abortion syndrome symptoms include depression unable to treat until forgiveness is obtained forgive means you did something wrong
2105,0,"Gardnerville, NV",slaughter of innocent pre-born babies death penalty punishment for heinous criminals just to be clear
2106,0,,lets be pro-life not anti-abortion
2111,0,"Arizona, USA",keep up good work with you in stopping heinous act of
2113,0,,is making choice to take away someone elses choices
2114,0,"California, USA",i love that he has changed his stance on that shows growth
2118,0,United States,is murder of an unborn child who has done nothing wrong
2123,0,,i have noticed that everyone who is pro has already been born just so we are clear
2125,0,"Hammond, IN",on demand is selfish #istandforlife
2138,0,"Bonn, Germany",every late-term is child that somebody really wanted but cant have
2150,0,,is most unjustified evil that is legal in this country period
2156,0,Southern Alberta. ,freedom of expression speech is enshrined in constitution right to an is not
2159,0,,because baby cant fight back against his procedure #marchforlife #whywemarch #chooselife
2169,0,"Marcus Hook, PA",bottom line is murder
2176,0,,ban to would genuinely be best thing that has happened in this country in long time #marchforlife
2179,0,"Northridge, Los Angeles",when fetus commits murder i'll be pro
2182,0,"Greensboro, NC",and i guess you are fine with murder too since that is just very very late stage
2183,0,"California, USA",i have adopted four from foster care system i am against and pro adoption
2194,0,"Sandton, Gauteng, South Africa 🇿🇦",uhhm you mean killing children not are you actually advocating you must be sick person
2212,0,Plantation/US,beautiful kid and to think that maybe someone along way told u or advise u to have an
2217,0,,how many women have fallen for lies of #mybodymychoice #birthcontrol is choice should not be #whywemarch
2219,0,"Cherry Valley, CA",thats great better than party that encourages culture of death to unborn disabled ill through and euthanasia
2221,0,United States,is not form of birth control
2226,0,Florence Italy Casey Key Fl,steve jobs mother was single mom just imagine if she had an #marchforlife
2228,0,"Washington, DC",isnt tragedy its wicked
2229,0,South Florida,it's heartbreaking that even after surviving an and being born alive people still want to kill an innocent child
2230,0,"Lebanon, KY",and ultimately says you are not worth my time
2234,0,"Georgia, USA",you should be anti no matter who is in office
2236,0,"Richmond, VA",sure share evidence that is never needed
2240,0,"Mason, OH",look i think killing people is wrong unnecessary death penalty murder
2241,0,"North Carolina, USA",i am female i reject #marchforlife
2243,0,,i am anti-abortion and pro death penalty youre for killing babies and sparing murderers just so were clear
2252,0,Southern State of Mind,you know what's killed more people than holocaust or rwandan genocide #marchforlife
2255,0,,thank you for being anti women who murder their own child belong in an asylum
2270,0,,hey abc it's called march for life not anti-abortion rally - maybe try sticking with facts next time
2272,0,,if you are christian and are pro choice ask yourself does god support
2276,0,hell,point wasn't an meathead the point was at weeks baby grabbed
2278,0,"New York, NY",baby is killed in womb for purposes its legal what logic
2285,0,Earth,isn't healthcare
2289,0,,isnt health care its murder
2293,0,The Gates of Vienna,your skin would really crawl if you ever watched an being performed
2294,0,#Texas,what #marchforlife means to me i helped save young mothers child from and was blessed with baby
2298,0,"Milton, FL",i'm so proud that our president takes stand against and is pro-life
2300,0,Kentucky,is ending of unique individual's existence by choice of another individual
2304,0,,women's rights is to what states' rights was to slavery #marchforlife #humanrights #whywemarch
2314,0,"Dana Point, CA",pro-life means pro all lives if u believe this movement is strictly about you aren't pro-life #marchforlife
2322,0,,why libs to protect illegals other hand killing americans by
2327,0,United States,about half babies killed by would have become women if allowed to live you know that dont you
2331,0,"Miami, FL",is not #birthcontrol it is prenatal murder #marchforlife
2337,0,,have them there should be no reason for with all of options available
2338,0,Krypton,it's #marchforlife today praying for everyone there and an end to
2347,0,,demorats party of perverse evil led by banner of what's not to understand
2352,0,,uh nancy isn't health care
2353,0,"Eastpointe, MI",is murder and planned parenthood are murderers
2361,0,On campus,choosing not to have an is deferred action for child's arrival #marchforlife
2368,0,"Texas, USA",#marchforlife americans dead as result of americans died in civil war let that sink in
2370,0,United States,anyone born after is survivor of #marchforlife
2371,0,"Huntington Beach, CA",isn't healthcare
2375,0,Shining planet.known.as.earth,makes me tear up to see these young people proudly standing against thanks for sharing
2376,0,"Georgia, USA",they probably shut them down because ones made money by selling corpses
2377,0,,you naral ghouls make me sick as you shill for this horrific holocaust called
2383,0,"Oklahoma, USA",well if they had morals yes safe isn't safe for fetus but go ahead and support murder
2386,0,"Indiana, USA",is murder
2388,0,"Eastpointe, MI",if an unborn child can feel pain during then it's murder
2391,0,Not A Shithole,whilst may be murder that kids grow up to eat packages of soap indicates it may be justifiable
2396,0,,more ppl shd see this practice contraceptive to prevent pregnancy is not contraceptive
2398,0,"North Carolina, USA",pray to end
2405,0,,actually it's disgusting and unforgivable for to be legal #maga
2406,0,"Auburn, CA",i notice that all people who are for have already been born how convenient #marchforlife #whywemarch #prolifegen
2413,0,,is crime against god and nature and society - jeremiah sterling
2414,0,"Shithole, CA",all rhetoric about choice and hands off my vagina cannot hide one simple inescapable fact kills human being
2419,0,Virginia,#liberal hacks love they support it and defend it every single day is murder #marchforlife
2428,0,,they already survived potential march is for all babies who havent and who wont until laws are changed
2431,0,United States,#marchforlife save our children fetus is human is murder
2436,0,small town in NY,got deleted for saying is murder
2437,0,At the beach,if you are true christian you won't support that is murder
2454,0,,why would you have an
2458,0,Here,you people turned into something to celebrate that is what we fight against
2460,0,New Jersey,no one is pro
2468,0,"Syracuse, NY",everything about is completely wrong all way up to conception and beyond murder is murder
2470,0,"Florida, USA",most normal women want strong restrictions on unlimited you people just like to kill babies
2475,0,"Timonium, MD",i've noticed that everyone who is for has already been born - ronald reagan
2486,0,,agnostic my against stance is medical biological and experience in nature
2490,0,,bump stocks and ar-s ok not ok which lives matter
2494,0,Earth (Born in PR) 🇵🇷,i support #marchforlife is murder
2503,0,Romania,is sin
2505,0,,dont unborn women have rigth to is murder
2515,0,United States,science proves is murder of human life why do our lawmakers resist this fact big donations
2544,0,,life begins at conception not at birth is murder #marchforlife
2546,0,,patty murray champion of human slaughter and client to industrial complex washingtons shame
2547,0,"Charleston, SC",#fakenews anti-abortion is biased term for pro-life if you can call us that we'll start calling you anti-life
2548,0,,medical procedure with mortality rate guaranteed
2549,0,California,says that you can be too young too poor too small or too dependent for your rights to be recognized #marchforlife
2550,0,"America, baby",it's my business when providers commit murder you can chose to commit murder but it's crime against all of us
2555,0,,strange i was told was about women's rights so why are there so many pro-life women
2559,0,"Bethlehem, PA",gee it would be nice if pope felt this way instead of giving awards to pro activists
2562,0,,actually yes all million babies actually die from each year
2564,0,USA,but no policy or lack thereof excuses it's simply murder #marchforlife
2568,0,,how ironic that people who are pro should be thankful that their parents were pro life
2570,0,"Deplorable, USA",murder #marchforlife
