,label,location,tweet_text
2574,,"Los Angeles, CA","@geminigabbytx @tedcruz And you think it's completely mono-causal: no abortion = high maternal mortality rate? 

Sad!"
2575,,Shithole Country,"@expatback @ajplus Yeah, that makes sense.  

No one should make abortion illegal until every single child is adopted."
2576,,where am I?,@JackPosobiec You just compared abortion to slavery....
2577,,U.S.A,@anonymouslymatt How are March for Life people are bigots when abortion kill far more minorities than whites?
2578,,Moon_Dance_Dairy,@JackPosobiec Democrats encourage abortion then encourage illegal Immigration and justify the need because of decreasing population
2579,,northern New Jersey,@NRO abortion to a non-Catholic hospital that doesn't have religious objections to saving a woman's life. Can u address that? 2/2
2580,,,@TwilightGroan3 @ajplus Fuck at least someone did something. All the kids up for adoption/foster care and ppl worried about abortion .
2581,,"Celina, OH",What's more important than immigration reform or even funding our government? Ending abortion. Get a grip people.
2582,,"Washington, DC","Abortion is the human rights issue of our day

Future generations will look upon it how we look at slavery now"
2583,,"Los Angeles, California",@DevinSenaUI Yes. Down with worthless abortion. Both women and men should learn responsibility not carelessness.
2584,,,@sirDukeDevin I think he could perform an abortion live and his base would find a way to excuse it.
2585,,,@nickthemurphhh oof atleast that baby wasnt a abortion like you
2586,,"Surprise, AZ",@larryelder They are also the party of abortion so there’s the tens of millions of Democratic voters that didn’t make it out of the womb.
2587,,"Dublin City, Ireland",@chip_daley @MattDoncel So it would mean continuing to treat abortion as an exceptional constitutional issue.
2588,,"Los Angeles, California",@March_for_Life Yes. Down with worthless abortion. Both women and men should learn responsibility not carelessness.
2589,,"Raytown, MO",@page_mi_mc @StevenM17802250 @TomiLahren NO ALL LIVES MATTER. LIKE THE MILLIONS OF BABYS THAT ARE KILLED EVERY YEAR IN abortion clinics
2590,,,@LiveAction @March_for_Life Abortion will end one heart change at a time not until every mother and father Choose life
2591,,,@ursus086 @Mikel_Jollett while on the campaign trail he said the woman must be punished for abortion.
2592,,,"Medicaid, sure. ACA, sure. Abortion, sure. Voting Rights Act reform, sure. 

But government benefits for non- citizens?"
2593,,United States,@RepRalphNorman @POTUS You should have been an abortion
2594,,,@Genlovespeace A 9 month abortion doesnt exsist legally in this country and it is wrong for him to lie and insist so.
2595,,"North Pole, USA","You never gives Pres. Trump credit.  You are a hipocrite priest who support govenor Brown, an ardent pro abortion governor."
2596,,Peoria IL,@realDonaldTrump You can even read your anti abortion speech right!!  BIG FLUB! LIKE YOU!
2597,,Florida,@ryleesmakeup he needs to get the boot im disgusted there is no nice way of saying get a abortion
2598,,,@ellievhall I have never met anyone who was so anti-abortion that the included *themselves* in the prohibition.
2599,,,@RWPUSA @ABC Only reason he's anti-abortion is so can control women! He has mommy issues I'm sure!!
2600,,"Kansas City, MO",@MyBrianLeyh @realDonaldTrump @March_for_Life If I got of I’d have an abortion just to save my child from people like you and trump
2601,,"Olympia, WA","@NadiaNewsNow @blackishabc ABORTION SHOULD BE 1ST DEGREE MURDER ,HOW CAN ANYBODY KILL AN INNOCENT SOUL,THATS SO WRONG."
2602,,"Corona, CA",@HouseDemocrats @realDonaldTrump All you voted on the abortion law today should be ashamed of yourselves
2603,,"Hawaii, USA","@Nilshaaland @FoxNews @LawrenceBJones3 @TheDemocrats Godless abortion loving Take a knee ,resist ,anti military Democrats"
2604,,Milky Way,Irony- Republicans are anti abortion but they secretly wish their Dem opponents had been aborted prenatally.
2605,,54 Cambridge Drive Greendale Harare,"Abortion or Adoption 
Your choice."
2606,,"Nashville, Tennessee",abortion
2607,,,need an abortion?
2608,,"Brooklyn, NY",@indykatie1955 You know he most likely thinks the anti-abortion zealots are losers but they're mainly white so he'll humor 'em.
2609,,Realville & Ameritopia,So @Democrats are Pro Illegals and Pro Abortion. This equals Anti American and Kill Americans. Got it! @chuckschumer @NancyPelosi
2610,,Worldwide ,“Pray to end abortion”  #LoveSavesLives
2611,,"Kansas, USA",@XOSeattleSlim @PeteP711 @RyllieDanylko @Liz_Wheeler I can be anti abortion and pro immigration laws.
2612,,in the Chi...,Is 7 abortion’s even legal ?
2613,,"Yawsaville, USA","@tshade1of1 Ya mama let ya daddy hit for $20, sadly an abortion cost much more than that"
2614,,"Henderson, CO","@denverpost They aren’t anti-abortion, they are pro-life. Showing your bias...."
2615,,,"@LHAINES67 @conniebritton Apparently you're still paid less than men, you can't get an abortion, and men can freely abuse you."
2616,,MIA,pro-life males’ main arguments always consist of how “women will abuse it.” wtf. nobody WANTS to WILLINGLY have an abortion
2617,,"Clemmons, N.C.",Abortion is to women's rights as I am to Helen Mirren. We aren't really related in any way.
2618,,New Haven,@chrisberez the abortion debate has nothing to do with protecting the life of a fetus
2619,,"Vancouver, WA",@evanrachelwood It’s like he’s mansplaining child birth and confusing it with abortion. What. The. Hell?!?
2620,,,"@Liz_Wheeler It's not about money,  they're satanists. Abortion is a continual blood sacrifice to baal!"
2621,,Florida,@7c86599ccfe84b2 @realDonaldTrump @March_for_Life Don’t be an asshole. Abortion isn’t murdering babies. A fetus isn’t a baby.
2622,,,@anusha_srini @Scottludlam Caleb is a poster child for abortion
2623,,"New York, USA",@RepRickAllen @POTUS @March_for_Life Keep abortion legal
2624,,The Emerald City of Oz,@WIONews What this guy is anti abortion too? Just how dumb is this guy anyway?
2625,,,@Amy_Siskind Same guy who told Howard Stern that he told Marla Maples to get abortion when she told him she was pregnant!  So there’s that!
2626,,"Honolulu, HI",Abortion is murder the same way tax is theft
2627,,,"@MikeLevinCA Wondering if Trump ever paid anyone to have an abortion, seems like that would fit right into his story. #TrumpShutdown"
2628,,The Socialist Republic of CA,"@drinkmyale @CNN You probably defend abortion by saying that some women are raped too, right?"
2629,,"Aberdeen, Scotland","@kylegriffin1 @bellacaledonia The abortion issue aside...... He’s losing his last few faculties, that or he really is thick as shit."
2630,,"Cleveland County, AR",@AliceEvansGruff SMH. More proof this man is actually for abortion when it suits him.
2631,,philadelphia,apparently this girl compared abortion to WW2 &amp; slavery. where the fuck is the correlation
2632,,,@JohnFGresham @Cam_Lopez8 @crulge You come in there with a guy who supports DACA abortion and healthcare and Moore wins. No doubt.
2633,,The Left Coast ,@kayleighmcenany @mattgaetz @GOP Did you really have an abortion in college because the baby daddy was a married professor?
2634,,,abortion is a womens choice
2635,,,I love when @JesseBWatters put Juan Williams in his place tonight on The Five about abortion. Love Jesse.
2636,,,"This country’s abortion laws, or lack of, are disgusting.
You should not be allowed to use that as a form of birth control."
2637,,,@Liz_Wheeler We are worse than a third world country when it comes to abortion and life.
2638,,Ottawa,@BautistaBomb The issue isn’t settled until Canada has an abortion law which outlines the specific rights of mother and fetus.
2639,,Over there,"@brycetache @realDonaldTrump Like Tim Murphy, trump would have also told his mistress to get an abortion"
2640,,,@deedeemarz @Bethany_illos @AltCalifornian @AynRandPaulRyan ABORTION is MURDER !
2641,,"California, USA",@RepHagan I read about lady that had an abortion and part of baby was left inside her. !! So in humane !!!
2642,,,Danielle Smith: Abortion edict exposes federal government to charter challenge
2643,,,@AynRandPaulRyan ABORTION is MURDER !
2644,,,@nationalpost @acoyne We do not have an abortion law. We have a lack of an abortion law. No law at all.
2645,,"East Harlem, Manhattan",It should be illegal for MEN to have any opinions on abortion whatsoever because you do not carry babies NEXT
2646,,,"""I do not believe that just because you're opposed to abortion, that makes you pro-life."" -Joan Chittister"
2647,,Thailand,Ireland opens new probe into death of woman denied abortion
2648,,"Tamuning, GU",lmao Frank Gallagher just called his kids ‘wasted sperm’ and ‘abortion should have been ins’ twice in one sentence 😂😂😂
2649,,,@ToddBranchUS @shandanc3 @SteveDeaceShow mainly I was referring to secular left - the ones who want to force clinic to phone an abortion Dr
2650,,"Des Moines, IA",@ALT_uscis Name the states that freely and openly allow abortion access in third trimester.  I'll wait for your reply.
2651,,,@Unpersuaded112 @realDonaldTrump THE $$$ ' s  AT THE BOTTOM OF YOUR  ABORTION CLINIC'S DUMPSTER
2652,,,@ToddBranchUS @shandanc3 @SteveDeaceShow Christian Democrats are at best indifferent to the injustice of abortion.
2653,,Nationwide,ABORT THE #DACA #Dreamers #Democrats favor #Abortion at any stage of life! #MAGA
2654,,,@thehill ... but abortion .... and gays !!! #TrumpShutdown
2655,,,@Amy_Siskind Isn't he the same @realDonaldTrump who told Marla to get an abortion when she was pregnant with Tiffany?  Hmmmmm.
2656,,New Orleans,"@oliviawilde @realDonaldTrump Help me out, pro-choice is happy with where the law is now?  They don’t want to expand abortion law?"
2657,,"The Badlands, not really","@DoogiestDoog @aliamjadrizvi Anti choice, pro abortion.

MANDATORY ABORTIONS"
2658,,"New York, USA",@KryceksAngel @NARAL why would u ever march for life? it is a womens decision and abortion is good if it needs to be done!!
2659,,"Albury, NSW Australia",@realDonaldTrump is the walking billboard of why abortion should be legal.
2660,,,"@ernamh If you cannot legalize abortion,make it illegal for men to leave the women after getting them pregnant"
2661,,,@TheLucrative @wrestling_1000 @CNN I agree that abortion is not contraception. What happens when birth control fails?
2662,,,@PamelaSHurd The fact that you were a failed abortion is an abomination
2663,,,@MelissaLantsman We have no abortion law. What we have is a lack of abortion law. We have no guidelines either way.
2664,,,"I was almost an abortion, so I sure am glad my mom realized that my life was important too...#marchforlife"
2665,,"California, USA",@Motorcade2hell @RealJamesWoods Maybe if we tell liberals/ democRATs that abortion’s are performed with guns they would care?
2666,,,@ToddBranchUS @shandanc3 @SteveDeaceShow government is the religion of the left. abortion is the sacrament. Not bombastic but the truth
2667,,"Bulawayo, Zimbabwe","@bevrub Sis went through 1st,2nd,3rd up to  abortion still believing nigga was into her??😭😭...still shook!😵"
2668,,londor,@RetroWaveDave Just send to them the address of the abortion clinic
2669,,trouble is a lonesome town,i’m confused at how a guy who pisses on abortion rights can turn around and  then piss all over children too
2670,,"Stephenville, TX",@bm_dubya @greglaurie @realDonaldTrump How can you be pro death when it regards abortion?
2671,,Happy Valley ,@gracetwehous @CNN well its a good thing no babies are still alive after an abortion...bc ya know...an abortion is killing a fetus...
2672,,,"@lsarsour Like, abortion?"
2673,,"Texas, USA","@NatShupe They have shown that long before today. IE: Abortion,Benghazi,Fast &amp; Furious,Husseincare,VA hospital deaths..."
2674,,Pluto,@HSteinkopfFrank @FFRF @BitchMedia When I was a kid if a girl went to “study abroad” it was code for she went to Europe to get an abortion.
2675,,"Chatham, Chicago",@_rannyran 7 abortion’s? G this can’t be real
2676,,,@realDonaldTrump @POTUS @March_for_Life Trump's mother should of had an abortion
2677,,,"6 years? Okay. 7 abortion’s? So birth control don’t exist?

Your best friend? Lol you must keep your enemies real close ma"
2678,,antifa,the admin also claims hormonal BC and things like IUDs ans nuvarings are abortion devices
2679,,"Mooresville, NC",@RepPittenger The swamp game is people like you playing the abortion card to get gullible religious people to follow you like lemmings
2680,,"Mumbai, India",#trump-addresses-anti-abortion-march-via-video-100426
2681,,Brooklyn ,22. The myths about Black women and abortion/abortion providers.
2682,,Redneckville PA,Government funds can't be used for abortion so why can it be used for Viagra when your broke dick was Gods Plan
2683,,,"@madhaus @tylergiles_ @washingtonpost Murder is the killing of an innocent person, like abortion. Keep your bad intentions off their bodies."
2684,,Glen Cowie ,"@OkayGhana @Benji_Seitlhamo He did you right, 1st abortion was enough for you to move on."
2685,,Calgary,@cameron_rankin @stphnmaher If you're anti abortion then don't have one. It's not up for discussion in this country.
2686,,,like what legitimate reason do you have for denying lgbt rights or abortion to those who need it when it doesn’t even affect you
2687,,,"@brianjacksonXP And quite frankly, the only reason a person needs to get an abortion is they don't want to be pregnant. Full stop."
2688,,"Washington, DC",@TomiLahren You may not agree with these women on gender but you’re all buddy buddy when it comes to abortion 🤣
2689,,You Glo Girl ,2 abortion’s is living on the wild side to me so 7 is real live CRAZY
2690,,Los Angeles,@MylesDavidStan @cmclymer Abortion is clearly not unnatural if women’s bodies naturally have miscarriages.
2691,,,@realDonaldTrump @March_for_Life Hmm... what would have America been like if your mother had an abortion?
2692,,New York,"@StormcrowNews @LouiseMensch As long as this misinformation is rampant, there can never be a rational conversation about abortion."
2693,,,@realDonaldTrump @March_for_Life thank you for attending. abortion needs to end. #RoevWade has got to go.
2694,,,Mannnn. Around this time I sure do love my birth control and ability to have an abortion if I choose to do so
2695,,Land of the Free,Kardashian kids names....North Saint Chicago...add Hospital....you get an abortion clinic
2696,,,@mitchcoffman @DustinHurst Are you both fully supportive of abortion rights then? Same principle.
2697,,New Hampshire,@JaclynGlenn Lmfao accidentally campaigns for super abortion at an anti abortion rally. #onlytrump
2698,,,@krassenstein Trump attempted to get his second wife to have an abortion. She refused.
2699,,,@sullivanamy You have accurate stats for abortion when it was illegal? Make shit up much?
2700,,"Portland, OR",@RepAnnWagner @HouseGOP That’s great Ann. Tell us about your high school abortion and how you’ve been racked with guilt for 30 years.
2701,,Truvy’s Beauty Spot,@BravenakBlog Ivanka had an abortion?
2702,,"Copenhagen, Denmark",@shirleysillos Did you see the clip going around from the abortion rally speech? It's like he has a fish bowl for a brain lol
2703,,,@brianjacksonXP Citation please. Because no one gets an abortion 5 minutes before birth. That's laughable that you even think that happens.
2704,,Jersey Shore USA,@PaulPronco @scragsma70 @Jack_Attack153 @NARAL @ilyseh Removing choice and making abortion illegal is tyranny
2705,,Bham/Notts,@Oe_97 @Communism_Kills Wait what? You consider abortion evil???
2706,,bumpass va,@GabLeitao @steph93065 @SenateMajLdr @realDonaldTrump because 20 wk abortion ban national reciprocity and Repeal of Obamacare would all pass
2707,,"Mississippi, USA",He couldn't clarify between a 9month 3rd trimester pregnancy and a late term abortion.
2708,,"Tucson, AZ
",@PhilthePill @cm_handler Is he suggesting abortion be made mandatory?
2709,,"District of Columbia, USA",How can a female jus have a abortion like it's cool bitch shoot urself wit 2glocks
2710,,delco,how the fuck can people protest abortion laws when shit like genocide still exists
2711,,Midwest but PhillyGirl,@shadownerd96 Really.. like every pregnant woman thinks.. hmmm abortion or no? #dumbass
2712,,Texas,@evan_greer You think this is murder? Yet your in support of abortion. WOW.
2713,,the Neitherlands,@Ogmin @RudraDasa if you disapprove of abortion don't have one. none of the three of us has to live with that.
2714,,,Can’t wait for political discussions in this government class to go badly for me cause I don’t think abortion should be banned.
2715,,"West Sacramento, CA",@BethPlybon @CNN Another women's march is happening tomorrow and more people are pro choice over anti abortion.
2716,,,@SteMRR for a party that continually fights against legal abortion you'd think they would like kids more but nope
2717,,The 2D World,who tryna nut in me and go half on an abortion 🙈
2718,,,no offense but dont u think trump comparing some of our abortion laws to china and nk is a little brain washy
2719,,,"@conservmillen If there is any baby who survived a failed abortion and needs adoption, let me know. I'm in."
2720,,,"@womensmarch @realDonaldTrump Abortion kills babies, females included. Supporting @PPact is like supporting @ChurchofSatan. #WomensMarch"
2721,,Location: In your front yard.,@Redrider15 @aguyfromtx If you're opposed to abortion - don't have one. Opposed to gay marriage - don't marry one. Remember- big gov't bad.
2722,,,@lsarsour Who needs healthcare when you can have an abortion?
2723,,Suttons Bay MI ,"@VP @POTUS @March_for_Life Just made a donation in your honor to @PPact because abortion should be safe and available, and it's the law."
2724,,Reading Pa.,@realDonaldTrump @March_for_Life IF Only abortion was legal when your mother was pregnant!!
2725,,DC but usually ✈️,"If only they’d voted on CHIP months ago.

Wanna guess how many anti-abortion bills Congress found time to vote on in the meantime?"
2726,,Massachusetts,"@skarey @jennajameson No abortion is safe. If it were, Planned Parenthood wouldn't have all those baby parts to sell."
2727,,Location: In your front yard.,@Redrider15 @aguyfromtx I used to be against abortion but having met a fucking tool like you. Abortion should be mandatory on the right.
2728,,Chicago,@PoliticsNewz It's not an anti-abortion rally. It's a human rights rally.
2729,,,@WhiteHouse Wow 20 weeks abortion that is murder
2730,,United States,@QTimetraveler @YoRosesYo @ACLU Have YOU ever had an abortion? Have you lost anyone close to you from pregnancy complications?
2731,,"New Jersey, USA","@landontapscott if you're personally against abortion, that's fine, but you shouldn't be allowed to police others' bodies"
2732,,Anywhere coffee can be found,Donkey Kong Shrek fuck and make baby on side of road abortion clinic gets fukkin shot up the zodiac Killer beats his meat to lazy town stiff
2733,,,"@joanneshik @NOLAnews Depends. If one refuses to save a life, yes. If one refuses to “do harm” by performing a non-necessary abortion, no."
2734,,United States,@GrnEyedMandy How is abortion a topic without the homeless children in America being a part of that discussion? #FactsMatter
2735,,Arizona ,Ex: abortion
2736,,"East Ridge, TN","@KarhuAmy @cmclymer Gianna Jessen would like to know, if abortion is about women’s rights, what were her’s?"
2737,,,@AynRandPaulRyan I wouldn’t be surprised if he has paid for an abortion since he took office. Dude is a grade A dirtbag.
2738,,Location: In your front yard.,"@Redrider15 @aguyfromtx Hey dummy, your abortion of a president just put the US out of business. You fucking morons who voted Trump- #Idiots"
2739,,,@otepofficial Mountain Dew jelly or late term abortion?
2740,,Delta Quadrant,"@Mikel_Jollett Not to mention he cheated on first with second, wanted second to have an abortion, then cheated on two with three."
2741,,,@JoeDobbs3 @PressSec He was at an anti abortion rally and promoting hate based regulations to his base
2742,,"Houston, TX",@USCCB Will Cardinal DiNardo pray with us outside of abortion clinic(s)?
2743,,On your TL,@kylegriffin1 President needs an abortion of his brains before they fall out of his dimwits.
2744,,,@Flash2197 @ScottRhodie @elliottkrista @beehive1027 @HilarityEnsues7 @thehill Have you ever had an abortion?
2745,,,@Flash2197 @ScottRhodie @elliottkrista @beehive1027 @HilarityEnsues7 @thehill Have you ever watched a abortion?
2746,,,@Flash2197 @ScottRhodie @elliottkrista @beehive1027 @HilarityEnsues7 @thehill Have you ever spoken to a woman about her abortion?
2747,,,@Flash2197 @ScottRhodie @elliottkrista @beehive1027 @HilarityEnsues7 @thehill Have you ever known a woman who had an abortion?
2748,,"Princeton, NJ",Gary Johnson and all those who support abortion are very bad for America. Life begins at conception.
2749,,,"This is a honeypot tweet. Do not fav or retweet it.
3d printing #indiedev #branding #iot #hololens #abortion #digitalmarketing #cro #win pot"
2750,,Ward 32 -Toronto  ,"@GaiaLovesMe @AaronWherry Rex is an idiot. Besides, it was the Mulroney government that let the previous abortion laws fall."
2751,,shaitealatte.com,@UvT_Jezus Responsibility = abortion?
2752,,"Charleston, SC",@LoneStarBarman The issue of the soul is new but Christians being against abortion is ancient and nearly universal.
2753,,,@SteveKingIA Abortion is at an all time low because of easy access to birth control.
2754,,Inside the minds of Liberals,"@nachobsnss @CNN Because with abortion, you are putting a baby at expense for your laziness to use proper contraception."
2755,,,@stephenjbrice @PressSec He was too busy at anti abortion rallies and pandering to his base to give a crap today!!!
2756,,"Dayton, OH",@gabchristine_ @annaduggan_ That's what the march for life should be for as well as for abortion and literally every other pro life issue
2757,,,@_BuzzedBear_ @jonkay @gmbutts That was a 650 million dollars TRUDEAU gave to sponsor W omens reproductive rights (ABORTION)
2758,,U.S. ,@ScottPresler Add mostly black American babies murdered every 98 seconds via abortion by Planned Killing in the Hood.
2759,,on the Pale Blue Dot.,@KingKeem12 A miscarriage is not an abortion.
2760,,Indianapolis ,I will never understand women that have kids with shitty dudes and then bitch about it. Either take birth control or get a fucking abortion.
2761,,"Madison, WI","@Anastas34705710 The only time the Bible mentions abortion, it’s giving instructions."
2762,,,"@sirDukeDevin I doubt it. If he can spew racist hate, he can get away with paying for (ha) an abortion."
2763,,"Florida, USA",@ConstanceBarri6 @AHamiltonSpirit @PressSec Abortion lives? Did I miss the conversation? Stay on topic.
2764,,,“I’ve noticed that everyone who is for abortion has already been born.” -Ronald Reagan #ProLife
2765,,,"@susanrichardson @tedcruz Government already regulates abortion. I guess you think murder should be legal, then."
2766,,"Memphis, Tennessee",@1Rubra Planned Parenthood mad at GOP for not taking care of the kids who escaped their abortion mills. WTF?
2767,,Detroit,@isteintraum You want democrats to win ? Drop the whole fucking abortion issue. Democrats would start winning a ton in the south
2768,,Not in most places,@lsarsour Do you support abortion rights for women?
2769,,,@kylegriffin1 He’s not the best public speaker but even when he talks against abortion you look for the wrong in him
2770,,Wherever news breaks (Global),Linking Youth Funding to Abortion Rights Spawns Backlash in Canada and Beyond...
2771,,No where special,@beehive1027 @PressSec To bad Trumps parents didn’t have an abortion.
2772,,"Philadelphia, PA, US",@krassenstein Is abortion retroactive for Donny by any chance?
2773,,I LOVE my President and my 1st Lady,@janschakowsky yeah we know you are all about abortion--how does any Jew practicing Judaism EVER Vote for YOU. #Antisemitic
2774,,Dallas 'burb,"@SasiahHochle He was supposed to say ""torn"". I don't know what the speech was about, but probably an anti-abortion pitch."
2775,,N California,@krassenstein Trump only became anti abortion to run as a Republican.  He was pro life as a businessman.  Total hypocrite.
2776,,United States,@SwoopSneasel An abortion fetus makes a good veal substitute.
2777,,"Syracuse, NY","When republicans pass the anti-abortion bill, I hope they realize Hitler could have been aborted."
2778,,"Twin Cities, MN",@MaryRatzlaff1 @oliviawilde @realDonaldTrump Seems much more hate from the anti-abortion side. They're the ones calling people murderers
2779,,Québec,@Jeyn_the_Texan @TomiLahren @Kambeii Lol whats wrong with abortion?
2780,,,@hartsigns @GOP Those women wouldn’t exist if their mothers decided to get an abortion.
2781,,"Texas, USA","@kenwalsh77 @jwqueck @KMCRadio @MZHemingway anyway you say it, abortion is killing an unborn child."
2782,,,@loradler @NBCNews Lol. Israel is the most permissive place in the world to get an abortion.
2783,,,@MiekeEoyang @NicolleDWallace Abortion “trumps” every other issue/character flaw.
2784,,,You know what’s crazy.. men at an anti abortion rally
2785,,"Texas, USA",@TomiLahren @Kambeii You act like people are going to forget that you totally for abortion you will never live that down
2786,,,@people Trump is a pro abortion argument
2787,,,@realDonaldTrump You should declare war against democrat on anti abortion and gay marriage issues.
2788,,,@brianjacksonXP So somehow you know why all women choose abortion? Lmao. Ok all knowing one!
2789,,The Belly of the Beast,@aamaro79 The particulars of state laws on abortion are not particularly important when the topic is personhood. #MarchforLife
2790,,zora's domain,"it’s chill if you would never get an abortion, but when you try to make that choice for others, you can fuck right off #MyBodyMyChoice"
2791,,Texas,"#TrumpShutdown pence spent day on abortion but don’t want to help kids already here, trump pouting at home about his gala. So pathetic"
2792,,,@brianjacksonXP No one has ever gotten an abortion 5 minutes before birth. Stop with your fallacies.
2793,,,@KassyDillon If only the ones who believe abortion is ok were aborted instead of being born... The world would be a better place!
2794,,Western Canada,@AndersonBooz @DrJacobsRad @JustinTrudeau @Imamofpeace @fatherdesouza Not the only group against abortion.
2795,,,@ToddDracula He's crazy and uneducated about the laws regarding abortion.  He says what his constituents want him to say!
2796,,"Baltimore, MD",@JohnPierreMaeli Pro-lifers need to stop comparing abortion to things like that. It’s not helping the cause.
2797,,,@marknorm congrats on the abortion! 👶🏻🙅🏻‍♂️👼🏻
2798,,Indio/Santa Clarita,"we started talking about baby boomers and their mindsets and now we're talking about accessible birth control, abortion, and human behavior"
2799,,Los Angeles,"I ❤ You, but ask yourself if your daughter was raped and became pregnant as a result would you still be against abortion @sunny."
2800,,the senate,Hey trump guess what it's been proven that having abortion be legal actually decreases the amount of abortions
2801,,"Denver, CO",Remember when Roxy had an abortion?
2802,,,"Rule of thumb, if you've ever used the phrase ""I'm personally opposed to abortion, but"" -this applies to you."
2803,,,"@Dresden_King @Tammy75911670 @OregonGovBrown Have you not read Oregon abortion law, late term and sexting of a baby"
2804,,"California, USA","""To have an abortion, an American Woman has a Constitutional Right,"" said God! God also said, ""If, man was woman, he would have this Right!"""
2805,,,@LizzieBrooke @tedcruz Killing a baby doesn’t improve a woman’s health. Abortion isn’t healthcare.
2806,,"Milwaukee, WI","If Ireland can outlaw abortion, why can’t we?"
2807,,Florida,@JackPosobiec @FakeNews is pro abortion
2808,,"New York, NY",@McCully @YourAnonNews Abortion in the 9th month is called birth.
2809,,"Winchester, VA",'Sometimes I want to get pregnant just so I can have an abortion on Mike Pence's desk.' -@_KathleenReed
2810,,"Austin, surrounded by TX","We should all work to make abortion rare.
#MarchforLifeِ"
2811,,My secret island base (obviously),@JohnPhillippe11 @Dangerous_Troll Most libtards would honestly be too stupid to get an abortion.
2812,,,@ArionNation How? I mean Having an abortion via eating a tie pod is going to make people find abortion even less appealing
2813,,"New York, USA","@jemelehill After 4 decades on this planet I am shocked to hear from the ""president"" that I am an abortion."
2814,,MD,"@ToddDracula Abortion in the ninth month is called BIRTH, genius 🤦🏾‍♀️"
2815,,,@Amy_Siskind @LeaKThompson If only Fred Trump believed in abortion....he could have saved us all from this nightmare.
2816,,"Florida, USA",@maleatoon @DevinSenaUI Abortion = genocide
2817,,"Westminster, LA","@andrewklavan ""But...but...but...a fetus really isn't a baby! Abortion really isn't murder!"" - moronic willfully ignorant liars"
2818,,"Michigan, USA","@mountain_goats How can abortion, that did not exist when the constitution was written  be protected by it?"
2819,,,"Can you get an abortion after 15 years, wondering for a friend."
2820,,,"@BillyBaldwin Unless there is a video of him fucking a goat while simultaneously performing a coat hanger abortion, the base will never sway"
2821,,,@TrumpSuperPAC @GOP They dehumanize the unborn child as well they justify unfettered abortion.
2822,,"Calgary, AB",Fun fact: no one chooses to have a late term abortion unless there’s something wrong with the fetus. Ok
2823,,United States,@joshdrey @ShaneClaiborne “Going after abortion” doesn’t make someone pro-life. Sorry.
2824,,,@washingtonpost How many Abortion s has Trump psid for???  Probably none because his seed is pure?
2825,,CLE/BoCo/L*A*,@CillizzaCNN Per the  #ProLifeGen and Anti Abortion march today- there is NO #PLANB  even in fucked up situations...
2826,,"Ohio, USA","@krassenstein Brian, I bet you Donald has paid for an abortion or two."
2827,,"Monterey, CA","@PrincessGcmini @MarkDice As an adoptee, I’m eternally grateful that my birthmother didn’t think the way you do. Adoption not abortion."
2828,,,abortion rights are peachy⭐️
2829,,East Coast USA,"@Hautedaug @NARAL None of these are 100% effective. There will ALWAYS be a need for safe, legal abortion care."
2830,,United States,@AStandUpGirl this.....and mandatory ultrasounds for all those who visit abortion clinics....
2831,,East Coast USA,"@DARLA_1 @NARAL No birth control is 100% effective. Women will ALWAYS need safe, legal abortion care."
2832,,,"@krassenstein Don’t be fooled, Trump does care about abortion - the ability for his mistresses to get one."
2833,,"Westminster, LA",@AmputeeAtheist @Jonathan_Morrow @LilaGraceRose Liar. Abortion murders babies. That's all it does. Nothing else.
2834,,,"@brianjacksonXP Also, this really doesn't have anything to do with abortion either. Like I said 92% happen during the 1st trimester."
2835,,metro detroit,Here's my take: abortion rules. Thank you
2836,,20. mexican.,laurel told her dad she got an abortion right
2837,,"Milwaukee, WI",People talk about how abortion is a women’s right. But did anybody consider the fetus’s right to life?
2838,,,@krassenstein They don’t because there saying is we are against abortion but a little  pedaphilia is ok with us
2839,,"Brooklyn, NY",@shoeluver67 A late-term abortion does not mean weeks before giving birth.
2840,,"Arlington, VA",@realDonaldTrump @March_for_Life How many whores did you force to get an abortion?!
2841,,Minneapolis Minnesota,"Fool me once shame on you, fool me twice shame on me. After the first abortion you didn't learn sis?"
2842,,,"@robreiner MLK was not a liberal freak‼️He was NOT pro abortion‼️
MLK (as does his relatives) would 💯 % support President Trump 🙏🏻🇺🇸🤓 MAGA🎉"
2843,,New York City,@86_RSK Maybe he paid 10 cents on the dollar per abortion?
2844,,"Austin, TX",@mattyglesias His entire presidency is one big political abortion...
2845,,Florida,@PoliticalShort @Uncle_Jimbo I remember they were supporters of abortion #Guns&amp;Roses
2846,,Ancient Greece,@hemantmehta All they really care about is whether Trump had an abortion.
2847,,,also a huge FUCK YOU to anyone that has a problem with a woman making her choice to get an abortion
2848,,,"No matter how you feel about abortion, the president is absolutely the worst possible messenger for the pro-life cause"
2849,,Denver CO!,@JudithM96921275 @WalshFreedom I must not know what abortion means. They actually saw up the body?
2850,,,This whole Tide Pod eating thing is a perfect argument for abortion.
2851,,The Swamp - Draining It!,@LilaGraceRose @SebGorka Our greatest shame. Yup. Not slavery.  Nope.  Abortion.  Got it.
2852,,This world is not my home.,@krassenstein I wonder if he meant to say we need to stop the *abortion* of babies in the 9th month.
2853,,"Virginia Beach, VA","@FaithGoldy do you think that the people in Washington are real Pro-life, or just anti-abortion?"
