,label,location,tweet_text
1008,,"River Falls, WI",@FoxNews Give him the death penalty anyway
1009,,,@jamesdoleman @YoungyJ83 Is Palestine’s death penalty for being gay classy James?
1010,,,if this kid doesn't get death penalty no lie i'm moving to romania
1011,,"St Louis, MO",@FoxNews Death penalty needs to be mandatory. Of course he's guilty.
1012,,,"out of genuine curiosity, and w/o my input, do you believe the Florida shooter deserves the death penalty?"
1013,,,"@FoxNews If you kill 17 people, you should get an instant death penalty."
1014,,New York,@FoxNews I say do the trial and give him death penalty.
1015,,"Tallahassee, FL",Nvm he can’t feel remorse so he probably can’t lose his mind. Load him up with the poison ! Death penalty don’t fail us now!
1016,,"Orlando, FL","@ajc No death penalty, give his booty the death penalty with a life sentence."
1017,,,@FoxNews He should still get the death penalty.
1018,,"Brockton, MA",I'm so iffy about the death penalty but rapists and child murders deserve to get killt!
1019,,trigger warning,@jnmegatron @ewuhlsa @KSGator15 @ItsRitaaaaaaa @ajc prison sucks and he's prolly gonna get beaten and he probably WANTS the death penalty
1020,,North Island Aotearoa,"@JaidenEverett Death penalty is legal in Florida, that should be his only sentence."
1021,,,@_jakethedank @caliber735 It won’t matter when he gets the death penalty 🤷‍♂️
1022,,,"@sadier0driguez Yeah for sure, but there’s no way that he won’t get life or even the death penalty."
1023,,,@jamesdoleman @PhantomPoove do gays get the death penalty ?
1024,,,@FoxNews He is guilty.  Why not the death penalty?
1025,,,@FoxNews He deserves the death penalty. 1st degree premeditated murder!
1026,,everywhere my 49er fans r,"@ajc Bet he won't get the death penalty, probably get mental help n jail time, but won't be life"
1027,,United Kingdom,@ajc Why not allow all the parents 10 minutes alone with him back to back and then death penalty
1028,,off the grid,fuck a death penalty he gonna probably be killed once they found what he did anyway
1029,,Somewhere in tx,@badrepmaya He should get the death penalty
1030,,,@michellemalkin Those facts and him being parent less are the reasons he won't get the death penalty-take the plea @seanhannity @AGPamBondi
1031,,"Raleigh, NC",@KrangTNelson I am against the death penalty for anyone with less than $1m in liquid assets
1032,,"Niagara, Ontario",@KrangTNelson I'm against the death penalty b in all instances. Yay for consistency.
1033,,,@_FredO I heard you represented someone who was charged with speeding? They got the death penalty and you still sent them a bill
1034,,,@sdc0911 @EshooShamira Death penalty is too good for him. Beat him to death with a bat. MAGA 🇺🇸🦅
1035,,,"What do you all think is worse, the death penalty or life in prison?"
1036,,"California, USA",@ajc Give him the death penalty
1037,,"Mount Pleasant, MI",@cassiemccoy23 let alone an attorney that held him while they were in court. if the court doesn’t rule the death penalty i’ll be shocked.
1038,,Burnsville MN,"@CBSNews Fine, take away the death penalty.       

Set him on fire and push him off of a plane at 40,000 feet"
1039,,United States,"@roseperson helpful hint: don't read dicta or journal articles in favor of abolishing death penalty. it'll disappoint you (me, too)."
1040,,"New Jersey, USA",If that kid don’t face the death penalty. This world has gone to shit... just saying
1041,,"Knoxville, TN",@wbir So let him plea not guilty let the jury decide his fate bet it would be the death penalty
1042,,SomeWhere in Indy,"Bring back the death penalty. If you kill some one, you die. If you rape someone, you die. So on and so on. It’s as simple as that."
1043,,"Phoenix, AZ",A lawyer for the accused Florida school gunman says Nikolas Cruz is willing to plead guilty if the death penalty is taken off the table.
1044,,"Brookfield, WI","@Kimbraov1 @TimesofIsrael Better hope  he has a Jew for his lawyer, if he wants to avoid the death penalty, if this is true.."
1045,,,@chantelcline_21 If he don’t get the death penalty then the inmates need to “talk to him” ..
1046,,,@FoxNews Prosecutor shouldn't go for that bad deal . He should get the death penalty . He's 100 % guilty . Why take a plea deal ?
1047,,England,@billieeilish Imagine if this guy was black or Muslim he’d probably get a death penalty
1048,,"Minneapolis, MN",@CBSNews I'm sure Florida inmates will take care of the death penalty for us.
1049,,tOSU,Fun fact: it's more expensive to give someone the death penalty than to give them life in prison.
1050,,w daddy at all times,"I don’t think the school shooter should die &amp; get death penalty, I think he should literally ROT in prison. Like no way out. Just rot."
1051,,"Lahore, Pakistan",Zainab's killer four times the death penalty heard given
1052,,,@JoshOverley28 Tbh the death penalty is too easy for him. He needs to live with what he did and rot in prison for the rest of his life
1053,,Nigeria,@FoxNews There's no avoiding death penalty for that fucker. He must die.
1054,,Dallas TX,So therefore every fucking body going to jail death penalty including my fat ass baby daddy n his hoes n family n real life i remember!!!!!.
1055,,,@DChatoglou Ha! But back then the penalty for trolling was exile or death... today you get an increase in social media capital
1056,,The Dirty Dale,I never understood how Giving someone the death penalty cost more than keeping them alive for their wholes lives..?
1057,,,@KPRC2 Death penalty he doesn't get to pick if he lives or not! Those people he killed didn't why should he?
1058,,Thug's World ♻️,It’s ironic how some people are against the death penalty until a school shooter arises now suddenly they want him on the electric chair
1059,,,Nikolaus Cruz should NOT be able to plead guilty in order to not be subjected to the death penalty! !
1060,,"Houston, TX",Gotta end that stupid death penalty stuff.
1061,,AZ USA,@FoxNews Why does FL killer get a pass because he admits to what we already know? He gave 17 people a 'Death Penalty' ...Without a 'Pass.'
1062,,,"@hradzka If your goal is to inflict maximum suffering on this dude, the death penalty is not it."
1063,,"Tulsa, OK","Nikolas Cruz deserves nothing but death, give that POS the death penalty."
1064,,,If you plead guilty to doing something as terrible as nik Cruz did why should that plea save you from the death penalty?
1065,,,Death Penalty for Nicholas Cruz #NoPleaDeal
1066,,,@ASavageNation Only DEATH PENALTY can save this country!!!!
1067,,Schrute Farms,@ThomasEvansVevo @Matthew__Becker @aIIisonrandles He won’t get the death penalty too expensive
1068,,,@jamesdoleman Are you denying that Palestine is a hotbed of disgusting homophobia? My lifestyle gets the death penalty in Palestine.
1069,,,@JudgeJeanine We need in this country: DEATH PENALTY!!!! Who else want to blow a building like OKLAHOMA S TRAGEDY?????
1070,,Texas,"""Before this tragedy, the death penalty is not something I thought about."" Annual Keynote Speaker @RisherRev #TCADP2018"
1071,,United States,@FoxNews No this SOB should get the death penalty no matter what. He needs to pay for what he did.
1072,,,Homosexual and lesbians should have the death penalty for their depravity.
1073,,America,@Buckridgemafia @Kimbraov1 @pinkk9lover @TimesofIsrael Pests. Cruz already avoided the Death Penalty by pleading Guilty. It's off the table.
1074,,,@BackTheCops Where is the outrage from the Left??Cops killers should get the Death Penalty...!!! Enough is Enough..!!!!🇺🇸🇺🇸💙🚂
1075,,,Uhhhh unpopular opinion but i think the death penalty should be banned
1076,,"North West, England",@DailyMirror im a strong believer in the death penalty he would be heading for the gallows in the morning
1077,,,@DaiIyRaps @_ssosaaa_ He got the death penalty relaxxx
1078,,"اسلام آباد, پاکستان",@CNN He has given death penalty for 4 times and a bill is under discussion to decide whether he is hanged publicly or not.
1079,,"Sycamore, IL",@ajc i'm normally not a violent person but the death penalty is NOT enough. i think it's time to bring back public beheadings
1080,,"Montreal, QC, Canada","@JL_Braden @kylegriffin1 Plus the death penalty, which no other developed country has..."
1081,,New York,@TimesofIsrael May he rot in hell and give him death penalty NOW
1082,,,@realDonaldTrump @DonaldJTrumpJr  Do you get the death penalty in USA for treason?   Asking for Eric
1083,,"East Midlands, England","@FoxNews How does pleading guilty avert the death penalty, putting your hand up to something you ACTUALLY did, makes the crime less serious."
1084,,"Juno Beach, FL",@FoxNews @joydcarter There should be no plea deal when proof of guilt is eminent.  Death Penalty is a must
1085,,Florida,@HarambeJesus21 Yeah but it's all about what you can prove OJ should still be in jail or had death penalty but he swerved that
1086,,"Chicago, IL",Bring back the death penalty
1087,,"Georgia, USA",@seanhannity @dbongino @JGilliam_SEAL Death penalty!
1088,,USA,"@CBSNews I normally oppose the death penalty. However, in this case I say fry him on live TV."
1089,,Qatar,@KrangTNelson Death penalty should be reserved for state heads or others that give war crime directions ot otherwise.
1090,,,IF YOU DONT GIVE CRUZE THE DEATH PENALTY PEOPLE WILL NOT STAND FOR IT !!!!!!!!!.
1091,,,@KCCINews That hardly seems fair. No one gave his 17 victims the opportunity to avoid the death penalty.
1092,,,@Thomas1774Paine I say death penalty
1093,,California,@kcranews Sorry but we know you're guilty! The Death Penalty was created for people like you!
1094,,"Houston, TX",@KHOU Death penalty for all MAGA!
1095,,,@FoxNews To avert death penalty?? Maybe you let him simply go?
1096,,Canada,@jptrib1 @CBSNews Why should this POS not get the death penalty?
1097,,"Modesto, Ca",@RealJamesWoods We need mandatory death penalty for anyone who is a repeat felon that uses a gun
1098,,North Pole Alaska ,@FoxNews Hmmm he is guilty. Don't give the bastard a choice. Seek death penalty!!!! Ni plea deals
1099,,,"@Crazyginny Same as the ""right to life"" frauds!
Almost to the man, death penalty advocates."
1100,,"San Diego, CA",@andanmo @julissaarce He will most likely get the death penalty which he deserves. Stop tying to push your  racist narrative!!
1101,,United States,@FoxNews This is BS! Everyone know this JA is guilty without him telling us he is. He should face the death penalty now.
1102,,,I’m against the death penalty but how they’re not already debating death penalty or life sentence for Nikolas Cruz is shocking me.
1103,,Norris Lake ,@AdmiralShipley Also on death row more than likely. Apparently if he doesn’t get the death penalty he will plead guilty.
1104,,803,@ajc Death penalty pls
1105,,"Maryland, USA","If the Florida high school shooter doesn’t get the death penalty, the entire courthouse and judge should be fired"
1106,,"Marsing, ID","@FoxNews HELL NO! If anyone deserves the death penalty, it's this POS!"
1107,,,"When they inevitably charge Kushner with espionage and/or treason, I hope they seek the death penalty."
1108,,,@kissyboigrassi I generally don't support the death penalty but it's hard not to in this case
1109,,,@FoxNews Either way he should get the death penalty   NO LESS
1110,,"Georgia, USA","@QueenSaaida Dang, thought they was gone give him death penalty ."
1111,,"San Diego, CA",@julissaarce The death penalty that’s what!!
1112,,"Manchester, England",@ajc Let him live in prison with the things he has done in the back of his mind. That’s a way worse penalty than death IMO
1113,,"Jefferson City, MO",@JulieBanderas I agree and why on earth should he b offered a plea bargain to not face death penalty- his victims never got that reprieve!!
1114,,"Bernalillo, NM",@DCAragon13 I don’t like the fact that prisoners have it made in there but I also don’t like the death penalty.
1115,,United States,@2_bluestarmom @JackPosobiec His ppl protect him under penalty of death if they don’t comply.
1116,,Ohio,"@JennJacques Same people that oppose the death penalty, mind you."
1117,,Hockeytown,@CBSNews It only depends on how bad the authorities want to give him the death penalty. I'm sure they have all the evidence they need.
1118,,"Rochester, NY","@AubreeRiderVEVO Remember, there's a lot of anti-death penalty folks out there and Florida WILL execute him."
1119,,"Texas, USA",@warrant05_tony @FoxNews Hope he gets the death penalty
1120,,,@chantelcline_21 How is this SOB avoiding the death penalty??? Disgraceful
1121,,,@KrangTNelson The Death penalty owns y'all are tripping
1122,,,@FoxNews He deserves the death penalty but I suppose his lawyer will plea bargain a way for him to avoid it by pleading guilty.  🤬
1123,,,@yellow815 He will prob fight the death penalty and then need maximum security the rest of his days in prison.
1124,,"Longview, WA",@jcburnum No pops......he deserves the death penalty.
1125,,"San Antonio, TX",@Tommyboyinfla @ajc States with the death penalty have higher murder rates than states without it.
1126,,,@iam__mw3o Will get off with just life in prison. Mass shootings or killing police officers should be automatic death penalty.
1127,,,@FoxNews Shouldn’t matter. He admitted. Death penalty all the way!!
1128,,"Gallifrey, GA","@KrangTNelson Meh, I'm a liberal and I'm all for the death penalty in certain cases. Big deal."
1129,,"Umlazi, South Africa",@HansErikIken Yup. Death penalty would be merciful. He's a monster
1130,,ᑎYᑕ ✈️ ᗰIᗩᗰI,"But if he was black, they would give him death penalty, am I wrong or am I wrong?"
1131,,"Lapeer, MI",@wyffnews4 Death penalty by firing squad
1132,,,@FoxNews He needs the death penalty regardless. No sense in paying for his keep with taxpayers money anylonger than needed.
1133,,,@karinacgxo He got tried as an adult sir might even cop death penalty 👏🏽
1134,,Amish,@FOX13Memphis Death penalty
1135,,"New Jersey, USA",@TruthinGov2016 Come on. This is lawyer speak to spare the death penalty. Cut it out
1136,,,IDGAF HOW BROKEN YOU ARE ! YOU FUCKING PLANNED THIS SHIT ! DESERVES A DEATH PENALTY FRFR! #FloridaSchoolShooting
1137,,Georgia blew a 20-7 lead,@FunSkipBayless I'll be pissed if it's anything other than the Death penalty. Fucker doesn't deserve to be alive.
1138,,United States,Nothing would make me happier as if that dude was raped and beat up everyday in jail fuck a death penalty I want him to be tortured
1139,,"Salt Lake City, UT",Nikolas Cruz deserves the death penalty. Sorry no mercy for mass shooters
1140,,,@DavidBegnaud @KCraigTV What did the people he killed plead before he gave them the death penalty?
1141,,,"@davidelseyofco @CBSNews If the threat of a death penalty were a deterrent, this shit wouldn't keep happening over and over again..."
1142,,,@chantelcline_21 The death penalty is a vacuum for resources and capital
1143,,,"@ajc Broken or not, he killed and injured multiple innocent people. The only thing called for is the death penalty"
1144,,,@CBSNews Can he plead not guilty and we still give him the death penalty?🤬
1145,,Malaysia,"@FeelsLonelyMan Even in the long run, death penalty will still cost more than life incarceration, in general."
1146,,"Gaborone, BOTSWANA",@SibsMacd I support the death penalty.
1147,,,@KMOV Death penalty no plea it to some thing else!
1148,,"Illinois, USA",@iam__mw3o Death penalty
1149,,On a plane,"Florida school massacre suspect Nikolas Cruz will plead guilty if prosecutors don’t seek the death penalty, reports @KCraigTV"
1150,,"California, USA",@immortal_5a @AFP @RuChiOhu 35% of AMERICAN STATES still practice the death penalty. Where's your knowledge go?
1151,,upstate NY,@DiamondandSilk he needs the death penalty....
1152,,Houston Area,"@ScottFarmer5 @FoxNews No Death Penalty..STATE PRISON, GENERAL POPULATION..."
1153,,,@ThatsMorgan4U @FoxNews “Nicolaus Cruz could plea guilty to avoid the death penalty “ not sure how that’s considered speculation.
1154,,Pikeille KY,@CBSNews No way to take death penalty off the table
1155,,,@FoxNews If that is the plea deal the state gave you ok. If not the state has the right to go ahead with the death penalty trial.
1156,,tx,@AustinJensen21 Oh ya no I get what you're saying. But majority of the votes are saying death penalty.
1157,,"California, USA",@immortal_5a @AFP @RuChiOhu I'm Muslim so relax. And no rapists should always get the death penalty
1158,,"Sydney, AUS",@ajc I’ll beat that niggas ass. give that heartless rat looking motherfucker the death penalty bitch!
1159,,"Sindh, Pakistan",Finally the one who did such a heinous crime met with death penalty befitting his wickedness. #JusticeForZainab
1160,,"Daytona Beach, FL",@kurteichenwald @DevinNunes Traitors deserve the death penalty
1161,,,"Death penalty for Nikolas Cruz!

Personally I think a firing squad is fitting."
1162,,"Alabama, USA",@FoxNews He should get the death penalty
1163,,,"@NancyGrace @crimeonlinenews the death penalty needs to come back in every state , fast and furious , and not done politely"
1164,,"Mt. Carmel, Illinois",@NancyGrace @crimeonlinenews GIVE HER THE DEATH PENALTY!!!!!!!!!
1165,,,People who pee on toilet seats deserve the death penalty.
1166,,,@FoxNews We don't need them to plead guilty we already know he is. He needs a death penalty.
1167,,,@theblaze Could face death penalty? Must!
1168,,"London, England",@ajc 10 mins with each parent - then the death penalty
1169,,Citizen Of The World,"@BWGovernment I'm all in favour of repealing the death penalty...society should be better than the individual, no?"
1170,,Israel,We should just give everyone the death penalty tbh. Just end the species. It's too late for us
1171,,,@FoxNews Fuck no.....death penalty and for go the appeals process and put him straight to the chair
1172,,,"twitter, how do y’all feel about the death penalty?"
1173,,South Texas,"@IWillRedPillYou @nomoreamnesty the pedos need to be neutered or get death penalty, then deport 'em"
1174,,Tennessee,@FoxNews Let's just say he doesn't get the death penalty; someone will kill him in prison.
1175,,Manchester,@CBSNews @yashar Let him plead not guilty then and seek the death penalty. I suspect there is plenty of evidence.
1176,,"Nebraska, USA",@Doctor__Larson Some article just said he's gonna plead guilty to avoid the death penalty.
1177,,"Ronkonkoma, NY",@BrooksChloe732 @CBSNews I oppose the death penalty
1178,,,@ajc Bruh we don’t fucking care. Either give him the death penalty or someone else is just gonna end up killing him.
1179,,"Monessen, PA",@alexpicciarelli Does Florida have the death penalty?
1180,,,"A lawyer that calls a judge who imposes the death penalty on a man who raped and murdered a little girl unconstitutional, should be ashamed"
1181,,,@WLWT He deserves the death penalty!!! Give the suffering families justice
1182,,,@FoxNews If he doesn't get death... don't ever give the death penalty to anyone.
1183,,"Portland, OR",@kurteichenwald @DevinNunes I thought the penalty for treason is death? 🤔
1184,,,@CBSNews Throw him inthe Colorado super max. He will have wished for the death penalty then
1185,,,@yesitskee he gone kill himself in prison or be killed 🤷🏾‍♀️ might as well get the death penalty
1186,,,"@FoxNews Umm, shouldn't he then get the death penalty by pleading guilty...!?, I don't understand this crap called the Justice System...!!😒"
1187,,space,idgaf if you’re 19 or 40 if you shoot up a school and kill innocent lives you deserve the death penalty
1188,,"Texas, Y'all","Steps to becoming a Christian: own a gun, be pro death penalty, and only help yourself. It’s what Jesus would do. #SaturdayMorning"
1189,,"Westlake, OH",@FoxNews He should actually prefer death penalty.
1190,,,@FoxNews NO DEAL. DESERVES THE DEATH PENALTY. THOUGHT IT OUT. JUSTICE FOR THE VICTIMS IS THE DEATH PENALTY.
1191,,,@FoxNews Death Penalty is the Only sentence this Maggot deserves . NO PLEA BARGAINS . !!!
1192,,,"@GemMar333 @SandraTXAS From a public money standpoint, this is cheaper. Death penalty means endless appeals."
1193,,,@_jakethedank He’s a sick human being and should be given the death penalty now. As should anyone else who murders multiple people
1194,,,"@nbcwashington death penalty, no deal!"
1195,,,@K_Earls32 @jeff_harris9 100% death penalty period!!!
1196,,"Providence, RI","“I normally don’t support the death penalty but”

                 - Person who supports the           
                    death penalty"
1197,,Canada,@FoxNews No F that. Give him the death penalty. Send a strong mes to others!
1198,,"Tewksbury, MA",@FoxNews Death penalty is the only answer
1199,,influencephilippines@gmail.com,Death penalty is a SIN God bless you Indonesia.
1200,,"Missouri City, TX",@CBSNews Don’t take the death penalty off the table!  He deserves it for premeditated killing 17
1201,,"Providence, RI",@JT_Jag @CBSNews Sounds like you support the death penalty
1202,,,@FoxNews How nice. HE gets to avoid death penalty while pronouncing it on others.
1203,,"Providence, RI",@starshine731 @CBSNews Well then you support the death penalty
1204,,"Lüneburg, Deutschland","@CBSNews If he is mentally ill like @realDonaldTrump says, the death penalty is out of the question anyway."
1205,,"Stafford, VA",@CBSNews @yashar Death penalty. Nothing else is suitable for this crime. Plain and simple.
1206,,"Nashville, TN","Let’s abolish the death penalty and dismantle the carceral state, ty"
1207,,,@JoeMyGod Hang him high. And im against the death penalty.
1208,,,@KrangTNelson When did liberals basically give up talking about the death penalty?
1209,,"New York,NY","@CBSNews He deserves to Die,why should His Life be Spared........Death Penalty.........."
1210,,Newcastle ,@EvansPosts @onelove6113 Scum bag should face the death penalty
1211,,Houston,"@Zoot16 Um. Florida has the death penalty 🙄 so does Texas, where 26 people were killed at church."
1212,,Everywhere ,@FoxNews Why is trump not asking for the death penalty?
1213,,,@ajc Put him in the death penalty.....have some common sense for once he killed 17 people.
1214,,,@FoxNews HELL NO! 17 DEAD! DEATH PENALTY!
1215,,Upper Peninsula of Michigan,@jaketapper I like to think that I am against the death penalty......but then again.....
1216,,United States,@ajc DEATH PENALTY NOW
1217,,"Brooklyn, NY","@KrangTNelson I'm against the death penalty, except for when I'm not"
1218,,,@KrangTNelson Anti death penalty is the only logical stance.
1219,,"New York, NY",@FoxNews Kid looks mentally challenged. Not sure death penalty would be appropriate here.
1220,,Recently relocated to Lake Michigan,"@KrangTNelson i support the death penalty, but only as a punishment for littering"
1221,,"Georgia, USA",don’t really say much about this but that kid who did the shooting should get death penalty.
1222,,SLC to NY,"@KrangTNelson death penalty for some
miniature American flags for others"
1223,,"Minneapolis, MN",@KrangTNelson i'm only for the death penalty for people like this
1224,,USA,CBS News: Shooting suspect will plead guilty if death penalty is off the table: public defender
1225,,"Pittsburgh, PA","@FoxNews Nope, can’t take the death penalty off the table.  Needs to be euthanized."
1226,,"East Providence, RI",@FoxNews Give him the death penalty like he gave those innocent children and teachers at the school.
1227,,BoomSchlang,I’m just confused on why the death penalty isn’t a great idea for psychotic murderers and child murderers of every single race?? Im on board
1228,,,"If Niklaus Cruz doesn’t get the death penalty, I will just do what he did and legally obtain an AR-15 and light his ass UPPPPP 💥"
1229,,"Pittsburgh, PA",@j_kavy he's most likely getting the death penalty. talking about his shitty life aint gonna stop that from happening.
1230,,,"Death penalty is the easy way out. 
1) rot in prison for the rest of your life
2) rot in hell"
1231,,,@FoxNews Should be automatic death penalty and no trail for school shootings and let the parents pull the switch!
1232,,New York City,"@AleksanderVX @connordpeters @nathessing @sarahchad_ If you plead guilty in FL, you avoid the death penalty."
1233,,Arizona,"Hey, instead of a #NationalSchoolWalkout
Support the death penalty and see how quick everything gets better"
1234,,,@FoxNews WHY would admitting the obvious avert the Death Penalty?  We just seem to have crazy laws.
1235,,,@Pat_Egan If he gets life in prison instead of the death penalty those lawyers should be publicly shamed.
1236,,"Pittsburgh, PA","@lex_rae14 Anybody who rapes or takes another life, deserves the death penalty"
1237,,,The scum that killed these kids needs to die. Pleading guilty to avoid the death penalty? Who passed that stupid idea?#schoolshooting
1238,,United States,@mmoates The FBI dropped the ball on this but they didn’t pull the trigger. Cruz did and hopefully he gets the death penalty.
1239,,dmv,@CurlyHeadJackyy @guapunzel He needs the death penalty
1240,,"Scotland, United Kingdom",@GemMar333 liberals and democrats will stand by him and make sure he doesn't get the death penalty 🤔
1241,,"Manchester, England","way out. the death penalty is outdated and horrific, anybody who agrees with it is a hypocrite and needs to re-evaluate their morals."
1242,,United States,@FoxNews Death penalty and make it soon
1243,,AZ,Death penalty for Cruz? 🤔
1244,,,@billieeilish He’s not a broken child. He’s an adult that deserves the death penalty.
1245,,,death penalty #ThingsIdLikeToSeeImpeached
1246,,,@FoxNews The only justice is swift with death penalty. He deserves nothing more.
1247,,Broward,@ajc If he really is sorry he should ask for life sit there and rot and never see daylight again he doesn’t deserve the death penalty.
1248,,"Ellijay, Georgia",@FoxNews Avert the death penalty my ass
1249,,United States,@FoxNews Well if he doesn't get the death penalty hopefully he'll be tortured slowly in prison until he's dead.
1250,,,@AFP This is why I support the death penalty
1251,,So Cal,@ajc Its a lot easier to say sorry than ask for permission. So fuck this kid’s sorry. I support the death penalty in these types of cases
1252,,"Wylie, TX",Don’t believe in the death penalty but I do believe in inmates murdering the inmates that deserve it
1253,,,@JoeMyGod They should seek the death penalty. How he pleads isn’t relevant.
1254,,"Glen Allen, VA",@FoxNews No plea deal. He needs the death penalty.
1255,,"623 at home, 480 for work",The same people that claim gun laws don't deter criminal behavior are the ones that say the death penalty is a deterrent to murder 🤔
1256,,,Those who sold him the gun should get the death penalty too #GunContolNow #GunReformNow #GunReform
1257,," Huntsville,Texas",@JoshJordan55 20 years what he did is death penalty worthy
1258,,,@FoxNews BS. If he doesn’t get death penalty Florida is an embarrassment. FBI in Miami already completely incompetent.
1259,,,"@JoeMyGod I'm firmly against the death penalty.

This piece of shit needs to fry."
1260,,,The Florida shooter look like he got the Zika virus &amp; I still don’t give a fuuuuck! He deserves the death penalty!
1261,,"Louisville, MS",@FoxNews School killings should be automatic death penalty.
1262,,"Grants Pass, OR",@amazingatheist I'm for the death penalty because I think life in prison is more cruel than death.
1263,,,@FoxNews Death penalty is he's so.
1264,,Here and There,So are they normal? In their right mind? Is this in support of the death penalty? Whatever. Behavioral science is a contradiction.
1265,,Ohio,@FoxNews The death penalty is the easy way out. Let the inmates have him
1266,,"Florida, USA",@Drew67524116 @omar_quraishi Death penalty should for sure be used in any case like this one.
1267,,MAGA TRUMP,@Angel77904 @bbusa617 Death penalty will not suffer but our tax dollars is!! I hope he burn alive in HELL!
1268,,United States,@Bartendernyp You shouldn’t be able to. But thats the country we live in for ya. Do that in another country its auto death penalty.
1269,,"Seattle, WA",@Sugar_Tits_Bear I’m not much for the death penalty but why did she get a plea deal and why is there no mention of this being a hate crime.
1270,,"California, USA","Instead of giving school shooters life sentences or the death penalty, let’s let everyone who wants to get one punch on him"
1271,,Margate 🇿🇦,@queen_gabanagae @tgkadondo @BWGovernment Then it means death penalty is not the answer.
1272,,,Your opinion really is not needed if you think this Nikolas Cruz guy just needs serious help and medication instead of the death penalty.
1273,,vorebjorn#1342,@psychojenesis can i get the death penalty
1274,,"Everett, WA",@KING5Seattle Death penalty is all he deserves.
1275,,,"@FoxNews @joydcarter Let him avoid death penalty...he will get whats coming to him in prison...much, much worse"
1276,,24 Sussex Dr,@LDofRoyalRey Death penalty costs you more in taxes than life in prison tho.
1277,,"illest city, MO",Let me know when Nikolas aka Mayonnaise receives the death penalty...
1278,,,@Teresa1125 @FoxNews death penalty he gets off easy
1279,,,Nikolas Cruz should receive the death penalty not life in prison without parole... eye for an eye
1280,,South Africa,Imagine the death penalty in SA.
1281,,,@Cameron_Lochiel Processes for the death penalty take so long. Fucker should of just off him self when he had the chance.
1282,,,@FoxNews Now he becomes a coward. No deal. If anyone deserves the death penalty it is this adult.
1283,,"Georgia, USA","@FoxNews Wait, he kills 17 but gets to avert death penalty by simply pleading guilty? He's a wise ""child."""
1284,,,"Man charged in fatal stabbing won't face death penalty, no one is put to death in this bleeding heart country anyhow"
1285,,"Virginia, USA",@Cameron_Gray He is pleading guilty to avoid death penalty
1286,,"Indianapolis, IN",@ByersKameron Death penalty for sure son
1287,,"Washington, DC",Fun to THE DOWNSIDE AND THE WORLD'S LONGEST NEGOTIATION. Obama at FERRY POINT. DEATH PENALTY! Crazy @megynkelly says something bad or
1288,,"Florida, USA",@FoxNews HE SHOULD NOT BE GIVEN THAT OPTION. THERE IS NO QUESTION OF HIS GUILT. HE DESERVES THE DEATH PENALTY. WE MUST SET AN EXAMPLE.
1289,,Orr-Eh-Gun,"@kurteichenwald @DevinNunes Jail?  I think not.

The penalty for treason is death, not jail."
1290,,,@FoxNews Is he old enough for the death penalty?
1291,,,@WPTV And why should someone who deliberately killed 17 people not get the death penalty? Absurd!!
1292,,,"As for the shooter, l have two words: death penalty."
1293,,,@FoxNews No plea deal. Death penalty nothing less!
1294,,"Palm Bay, FL",@FoxNews Avert the death penalty?? No one is more deserving of the death penalty than this guy!
1295,,,@ajc So being “broken” is an excuse to kill innocent kids? Foh with that. Give his 19 year old ass life. The death penalty isn’t enough
1296,,"Tennessee, USA",Nikolas Cruz deserves the death penalty I can't believe he's got away with this no justice!!! #FBICorruption
1297,,,@aricarii8 Or death penalty :-) whoops sorry to say
1298,,Far Left Texas,@medicjudd @write2esme @PolkCoSheriff @foxandfriends Pro-life crowd: “Death penalty for outstanding warrants!“
1299,,"Columbus, OH",@Marko_Rajcevic I think situations like this justify there should be a death penalty
1300,,"Wisconsin, USA",@FoxNews if you are going to kill 27 people the least you can do is not try to weasel out of the death penalty
1301,,Colorado Springs,"@FoxNews Shoot kids in a school, automatic firing squad death penalty and no appeals. Sentence to be carried out immediately. Slime POS"
1302,,,"@polishprincessh #RIP dear loving coach. 🙏

DEATH PENALTY NOW TO #NikolasCruz !!!"
1303,,,@PamelaGeller He should get the death penalty
1304,,,"I don't care how sorry he is, and I don't care how you feel about it on an ethical level, Nikolas Cruz should get the death penalty. 100%."
1305,,Nashville,"@gman416 I am not a supporter of the death penalty, but would definitely suspend that belief for animals like this"
1306,,Jersey,"If you're old enough to buy a gun, then you're old enough to get the death penalty"
1307,,,@FoxNews He imposed a death sentence on 17 innocent people. He should not be able to plead out of the death penalty.
1308,,"Upstate New York, USA","@GeorgiaLogCabin I'm generally opposed to the death penalty, but I'd be willing to look the other way in this case."
1309,,Athens,"@greekboywasted Shits infuriating. Dude needs to be put in the chair. Florida has the death penalty, we can only hope at this point."
1310,,"Ohio, USA",@FoxNews He should get death penalty regardless!
1311,,,The shooter is now up against the potential death penalty and I think it’s the best news I heard all year
1312,,"Mumbai, India",Death penalty will deter any such frauds from ever happening in future.
1313,,,@pmari_7 @chowdallas Death penalty
1314,,"Michigan, USA",@FoxNews His victims didn’t get to avert the death penalty....
1315,,,@RealDanolbTrump @JZarif @HassanRouhani He seems to be in state of psychotic for the fear of getting a death penalty soon
1316,,Wherever news breaks (Global),Indian-origin man in Singapore gets death penalty for murder of fellow worker...
1317,,"Branson, MO",@FoxNews Give death penalty to 17 people but afraid it might be given to him.
1318,,,"@NBCLA How ironic. A mass shooter, wants to avoid the death penalty...."
