,label,location,tweet_text
1180,,Somewhere down the bayou,A civil war gonna get started in this country over gun rights. I’m calling it
1181,,liminality of concert hype&pcd,@itsolivegarden i think u meant defending gun ownership rights
1182,,"Aurora, CO ",I don’t want to lose my gun rights before I come back to the states...
1183,,"Hull, England",@HullRePublic he did ask him about gun control.. but trump totally avoided the question and waffled on about second amendment rights..
1184,,,@BLMncPLUG @CNN Americans should not give up their gun rights no matter what color their skin.
1185,,"Lynchburg, VA","@Raine0211 @GenJohnKelly Right, and gun rights and ownership are not just about the wrongs committed with guns."
1186,,"Eugene, OR",Their rights to live was taken away because of his fucking right to own a gun.
1187,,,@Morning_Joe White men are not giving up their gun rights. Let's be serious.
1188,,,@mattyglesias Just another example of the gun rights people not even being honest about gun violence
1189,,,@CharlesMBlow White men are not giving up their gun rights. The end
1190,,,@CNNTonight @CNN @donlemon White men are not giving up their gun rights. Let's be honest.
1191,,"Greece, NY","Lol so many people out here defending gun rights and I’m just like “yo, do you even have a gun?” 😂😂"
1192,,,@CNN White men will not be giving up their gun rights. The end
1193,,,@CNN Please stop faking like white men will give up their gun rights peacefully. Just stop it
1194,,The Left Coast,"@FoxNews @SteveScalise @IngrahamAngle We've tried your way, Steve. Preserving your gun rights doesn't work. We're done with that"
1195,,KS,"@FoxNews @SteveScalise @IngrahamAngle At what point do the ""rights"" of gun owners stop undermining the rights of people to live?"
1196,,,"Gun control activists assert, all rights are somewhat limited; gun rights activists argue, standards of necessity are subjective."
1197,,DelMarVa,@canadopia @michaelmalice @StefMacWilliams Yup. I’ll never voluntarily surrender my gun rights.
1198,,"New York, NY",@StopTheSpeaker I bet @SpeakerRyan's kids don't attend public school. Let someone else's kids die to preserve gun owner's rights.
1199,,"Salt Lake City, UT","Honestly, if the laws surrounding gun laws and rights didn’t change when Sandy Hook happened, it’s never gonna happen"
1200,,"San Diego, CA",I don’t think it helps the larger debate to pretend an expansion of gun ownership rights didn’t happen over the past century.
1201,,"Las Vegas, NV",Gun rights continue to outweigh our children's right to life.  Fuck you @NRA
1202,,"South, USA",@tridog57 @BootStateBrie Nope. Just a good little multiple gun owner with rights I will defend.
1203,,"Missouri, USA",If you believe the #Gundebate is about your rights and not just about the gun industry’s profits than your a damn fool!
1204,,United Kingdom,"@Briddinn Yes!
America needs to stop with the gun control wont work and is a violation of our rights bullshit. Its getting tiresome"
1205,,Los Angeles,"@funder No, they believe that gun rights are more lucrative than safety issues. #VoteBlue2018"
1206,,"California, USA","It’s really not hard. Gun control, sensible gun laws, will not take away your guns or rights."
1207,,,@funder They only care about gun rights because of the large amounts of money NRA gives them.
1208,,,"@thehill Sensible laws are not taking away gun rights @SpeakerRyan, now go cash that @NRA check you got sucking @NRA dick"
1209,,,seems like the government really wants our gun rights.... hmmmmm
1210,,"Chatsworth, California, USA",THE HELL WITH YOUR DAMN GUN RIGHTS .. #FUCKTHENRA
1211,,"Cleveland, OH",I can for go my rights to a gun in america to keep school children save #ChangeTheGunlawsUSCongress
1212,,,I get that america is so anal about their gun rights and shit but are we really going to desensitize mass shootings and deaths
1213,,,@CoreyLMJones As usual you're wrong again Mr Jones no one wants to take your precious rights to own a gun away......try again
1214,,,@SenSanders So... you have changed your mind about protecting gun rights?  Excellent
1215,,,"Gun control activists insist, ban guns for those on no-fly lists; gun rights activists respond, standards of necessity are subjective."
1216,,"New York, NY","@SenToomey sold your children’s safety for $167,051 in donations from gun rights groups like the NRA &amp; Gun Owners of America. #byebyetoomey"
1217,,,"Gun control activists assert, all rights are somewhat limited; gun rights activists respond, standards of necessity are subjective."
1218,,"North London, London",@SaranshJoshi Being 350% more likely to be killed by a gun than any other country doesn't mean America has a problem with guns! Muh rights
1219,,,@ReaderAdrift @chelseahandler @jmichaelkell These people are idiots. God didn't give them rights to own a gun. Ridiculous
1220,,FABULOUS LAS VEGAS NEVADA,"gun rights are in the constitution.
liberals imagined abortion rights just so they could legally kill their own children."
1221,,"San Diego, CA",Let me know when the NRA headquarters allows my God Given American 2nd Amendment rights to carry my gun into their meetings?
1222,,"San Diego, CA",@DLoesch Let me know when the NRA headquarters allows my God Given American 2nd Amendment rights to carry my gun into their meetings?
1223,,"CA, AL, KY, TN, OH, MO, WY, OR","@PattyArquette What are “gun rights”?

 .@GOP :
*Love the fetus.
*Hate the child.
*Anthropomorphize weapons and give them civil liberties."
1224,,United States,@outhereonmyown2 They are always the ones demanding their gun rights. Today their words became irrelevant.
1225,,,"Gun control activists insist, ban guns for those on no-fly lists; gun rights activists maintain, armed citzens are a check on tyranny."
1226,,Texas,"@JasonKander @NRA Even if that is true, you can't sale guns without gun rights, so they protect one to achieve the other."
1227,,"Long Beach, CA",@ProudResister @SpeakerRyan @SpeakerRyan  Ur *gun rights* should not result in a Florida school shooting ! 😐😣😏
1228,,USA,@ProudResister @SpeakerRyan Gun rights end where our kids’ bodies begin.
1229,,"Vallejo, CA",@KofiAdemola @YCCSTheMovement this is not a gun problem.  it is a mental health and privacy rights problem.
1230,,TX,Uh I still support gun rights
1231,,,"Gun control activists insist, ban guns for those on no-fly lists; gun rights activists contest, standards of necessity are subjective."
1232,,"Hellafornia, USA",@heyybrooklynn Even if we lost more gun rights you’d still be able to get a gun just as easily
1233,,,@Liberal_family @ShannonSharpe thank goodness that mental health $s have been annihilated! More money for gun rights. So many options now!
1234,,,@thehill Which is more important? Peoples Gun Rights or their Unalienable Rights as laid down in the Declaration of Independence?
1235,,"California, USA",It's crazy how many pro 1A people are for fucking your rights in the ads as long as it doesn't upset the all mighty gun owner.
1236,,West Coast ,"@jrbungard_b I'm not talking about our gun rights, my brother. Keep your head 💪🇺🇲"
1237,,"Reston, VA.","@jefftippens @ktwopines @marcorubio Gun rights, religious freedom, free speech, free press. Just for starters."
1238,,Washington DC & Points beyond,"despite onslaught of hypocritical media hysteria time after time, in the USA we still go to polls &amp; elect people who protect our gun rights"
1239,,"Portland, OR","fuck your gun rights. and fuck your stupid ass tweets blaming the community, donald trump. fuck you 1 million times over."
1240,,"Florida, USA","#GunReformNow 

GUN OWNERSHIP IS A RIGHT,  NOT A PRIVELAGE 

YOU ARE NEVER TAKING AWAY MY RIGHTS....EVER"
1241,,,"Gun control activists insist, all rights are somewhat limited; gun rights activists respond, armed citzens are a check on tyranny."
1242,,,Every teacher needs to have a gun. The problem would be solved without taking away any constitutional rights.
1243,,Indiana,"If you wanna argue second amendment rights and have never in your life so much as held a gun, don’t bother chiming in."
1244,,Pennsylvania Mountains,@michaelmalice I'm willing to support a bill that withholds all gun rights for males under 40.
1245,,,@funder It doesn't have anything to do with gun rights.  They want that NRA money and are willing to sell their soul to satan to get it.
1246,,Albertus Magnus MAATC '19,you are trash if you think your gun rights are more important than the lives of children. innocent children.
1247,,,"Taking gun rights away isn’t gonna help a damn thing🤦🏻‍♂️ raise your fucking kids right, that’s a start."
1248,,Houstatlantavegas,If only people were half as sensitive to gun violence as they are to their gun rights *rolls eyes indefinitely*
1249,,,"Gun control activists insist, ban assault weapons; gun rights activists contest, murder from assault rifles decreased after '94 ban ended."
1250,,"Los Angeles, CA","We marched together, hand in hand for women’s rights. I say we march hand in hand for gun control. Who’s with me?"
1251,,,"Whether you believe in gun rights or not, there is absolutely no doubt that it is WAY too easy to own a gun in this country."
1252,,,@Fienex_321 @realDonaldTrump No my kids would prefer gun control laws and they have rights. They’ll be voting soon.
1253,,Portland,@mineifiwildout now this is something worth giving up our gun rights for
1254,,Pennsylvania Dutch Country,@kylegriffin1 Because gun rights  are more important than Human life... Fact!!!
1255,,East Kent.,"@EighteenX18 Apparently it’s their human rights. Show respect for young people USA, address your gun laws! RIP beautiful stars 🌟"
1256,,,The fact that unstable people can have rights of possessing a gun IT SHOWS YOUR SHIT IS FLAWWWWEDDD
1257,,midwest,@MarkSimoneNY @TheMeninisms WTH would you fear the NRA? They are just trying to keep our gun rights the libbie comms want to take away.
1258,,Mississauga/Toronto,Elected republican officials do not care about gun rights as much as they care about the money they get from the NRA.
1259,,"Indianapolis, IN",@JoshYaz So in your world profanity is equivalent to rescinding a persons gun rights? Do you curse?
1260,,"Wolfsburg, Germany",@nytopinion Republicans are prioritising the rights of a lunatic to have a gun over the rights of children to feel safe. #NRABloodMoney
1261,,"Houston, TX",@williamlegate They’re a well funded rich school. I’m surprised that most aren’t fighting for more gun rights.
1262,,409➡️504,Some Americans really value gun rights more than human lives. Wild.
1263,,"Dallas, TX",@2_gryphon They call me extreme right but honestly all my ideas are 2008 democrat. Minus gun rights in hard right there.
1264,,,"Gun control activists assert, all rights are somewhat limited; gun rights activists maintain, standards of necessity are subjective."
1265,,,"Kids rights to survive a day at school outweighs anyone’s right to own a gun, I don’t care what anyone says, that’s just the facts."
1266,,USA,I'm so goddamn livid. Y'all wanna protect your fucking gun rights instead of protect human beings. I'm fucking sick.
1267,,"Wolfsburg, Germany",@thinkprogress Why do republicans keep prioritising the rights of a lunatic to have a gun over the rights of children to feel safe?
1268,,"California, USA","@FreddyInSpace At this point though who cares, take our gun rights away. World is fucked anyway, too late now."
1269,,United States,"@BettyBowers Awe, how cute. you think the NRA supports gun rights."
1270,,Texas,Gun rights are put in place so that we have the ability to protect ourselves
1271,,New York,"If you're fucking someone who is currently defending gun rights, stop fucking them IMMEDIATELY"
1272,,"Canyon, TX",@JoshJarabek Unfortunately logic is wasted on gun toting fanatics who only care about their second amendment rights.
1273,,"Austin, TX",“I would rather die than give up my gun rights” then die bitch
1274,,ks,Gun control laws won’t take away your rights and it’s more important now than ever to realize and fight for the safety we all crave.
1275,,"Crestview, FL",I view gun control as a form of rights control. The privacy act was scary enough.
1276,,"Paris, France","@MatoCipher9 @AnnCoulter @benshapiro Yes, Europe is about to fall to Islamic terrorism because we have no gun rights."
1277,,"Tyron, Africa","@piersmorgan That moment when everybody says, "" Ban guns"",  but when the Europeans had no gun rights there was a death toll of 6 million."
1278,,,"Gun control activists assert, ban assault weapons; gun rights activists contest, citizens on watch lists should be charged with crime."
1279,,"Los Angeles, CA","@EitherImCrazy “WE NEED FEDERAL GUN LAWS”

cut to:

“LET PEOPLE BREAK FEDERAL LAWS BECAUSE BOARDERS VIOLATE MUH RIGHTS!!”"
1280,,,"I understand y'all want your gun rights, but come on man :/ what will it take?"
1281,,,@EdKrassen You can do the same America and still have gun rights.
1282,,"Oregon, USA",@NotShadowbanned In the U.S. people defend gun rights so that their racial replacements inherit their country and guns.
1283,,,@BarackObama All schools need Armed Security.  We do not need any new Gun laws to violate our Second Ammendment Rights.
1284,,,"Gun control activists insist, ban guns for those on no-fly lists; gun rights activists contest, armed citzens are a check on tyranny."
1285,,,"Protect gun rights.
Regulate bullets."
1286,,All Around You,@KarimAboagour wrong. they did that is why we have our gun rights.
1287,,New York,3% of Americans own half the guns. 75% of Americans don’t own any gun. Whose rights are we protecting?
1288,,United States,@David_Leavitt @DICKS A paintball gun Is not apart of your inherited rights..... someone had this guy copy of the constitution
1289,,The Patriotic Left,"A gun has no rights.
A child does.

#GunReformNow"
1290,,,@SpeakerRyan I am furious with you &amp; GOP. The stupid 2nd Amendment does not give anyone more rights to have a gun than to live safely.
1291,,"Plano, TX",@JayCaruso Misdemeanor DV revokes gun rights. There’s a way to make this happen
1292,,"Florida, USA",@usblm Gun control?  You trust the government enough to give up gun rights?  Really?
1293,,,"Gun control activists declare, ban assault weapons; gun rights activists debate, citizens on watch lists should be charged with crime."
1294,,"Utah, USA",I’m not a gun owner but I can say that there a good number of rights I’d sacrifice if it meant safety for kids at school. #EndGunViolence
1295,,"New York, NY","@marcorubio and don't forget to take $3,303,355.00 from the NRA to protect gun sellers rights...I am sure Jesus said that too."
1296,,"Daybreak, UT ","I don't give a shit about protecting gun rights, I want the government to fucking protect my kids"
1297,,"Princeton, NJ",@Mike_P_Williams Gun rights? What about the rights of innocent children?
1298,,"Paris, France","@piersmorgan Yes. Make the 2A clearer so that liberals can't argue about it.

Protect gun rights!"
1299,,,"@davonmagwood I suggest you look up some gun advocates like Colion Noir, or @cleflore23 . We want &gt;everyone&lt; to exercise their rights."
1300,,,"@155thMed They'll only restrict them to the point of useless.
    Restore gun rights to teachers and staff. Leave the government out of it."
1301,,"Hollywood, Los Angeles",Human rights &gt; gun rights
1302,,,Amazing that people can actually get so offended and defensive over their rights to own something as almighty dangerous as a gun
1303,,,@SirLarr 1.7 million children are in a house with a gun yet 2500 (.001%) are killed. Are we going to get rid of rights because of .001%?
1304,,,"Gun control activists declare, all rights are somewhat limited; gun rights activists maintain, standards of necessity are subjective."
1305,,Peoples Republic Commiefornia,@TestermanJim @TomiLahren No it was a rule change that would have stripped 4 million senior citizens on social security of their gun rights.
1306,,,@IronStache @SpeakerRyan They argued that the mentally ill were denied their gun rights? Well duh they shouldn’t have access.
1307,,NoKillville,@chaoslord1069 @Canine_Rights And when a mentally ill/disgruntled teacher turns their gun on their students during a shooting rampage?
1308,,"California, USA",@TrumpStudents Im all for gun rights but this shit is just fucking retarded. Some teachers are equipt to teach let alone have a firearm.
1309,,"Cleveland, TN",@p_rish They just defend law abiding gun owners rights..
1310,,"Louisville, Ky.",@asex @jspalding79 @ty_robinson10 Question: Would you give up your rights to own a gun if it meant no more school shootings?
1311,,"Tulsa, OK",@thehill NRA: Florida school shooting shouldn't result in taking away gun rights.
1312,,,"In any conversation about gun control, if you utter the words “illegal alien” in your defense of gun rights, I will lose my mind."
1313,,"Washington, DC",@GovInslee Gun violence is still going to happen Jay! You just want to continue to restrict American citizens rights. Wrong!
1314,,"(0.5,-4.36)",Does it make sense that I believe in gun rights but also for common sense gun laws? I feel conflicted
1315,,,"Gun control activists insist, all rights are somewhat limited; gun rights activists contest, standards of necessity are subjective."
1316,,"bellaire,ohio",If you’re against gun rights you think there are more than two genders or you eat tide pods just block me now
1317,,,@thehill Why the hell not you gutless piece of shit? @SpeakerRyan Gun rights need to be taken away in order to protect our children.
1318,,"University Heights, OH","You know what’s kinda neat? 
Gun rights. 
You know what’s wayyyy better than that?
Kids not getting murdered in school."
1319,,"Texas, USA",@churchboy_95 @JenKoz4 @TomiLahren What rights do you have at risk that you need a gun to defend?
1320,,"Portland, Oregon",@TrueFactsStated Our rights trump (sorry) gun owners' rights. Every day. Everywhere.
1321,,tennessee,@SafetyPinDaily Evangelical prayer meetings and trysts with playboy bunny. Christian values and gun rights.  Is America great again?
1322,,,"Gun control activists insist, ban assault weapons; gun rights activists debate, murder from assault rifles decreased after '94 ban ended."
1323,,st pete [FL],Does anyone think gun rights are a good thing? I love Charli XCX. I think she's a really interesting artist.
1324,,"Williamsport, PA",@barbprindle @ProudResister Down with the democratic and republicans and keep gun rights
1325,,"Florida, USA","@NoMoSocialism75 @Steffi_Cole @KMOV @AP4Liberty Well the Government does get an ""F"" on gun rights ."
1326,,"Florida, USA",@SenBillNelson will never away my gun rights you alien weirdo
1327,,"Ohio, USA",@CutieMcPrettyy Same. The only thing local FB is good for is arguing about gun control and abortion rights lmfao
1328,,"Columbus, OH",@halsey I look forward to the day human lives are worth more than gun rights!
1329,,,@WeidnerDianna @CBSNews @kmledf2 It wouldn’t have prevented this or other gun act 2 date &amp; would’ve denied constitutionally protected rights
1330,,,"Gun control activists declare, ban assault weapons; gun rights activists contest, citizens on watch lists should be charged with crime."
1331,,,@Buffbadbadger @HallwayJack @TuckerCarlson @FoxNews Fuck off. You will sacrifice our kids for your gun rights
1332,,,@PunkAssLeft @JohnTweepy @CNN @tedcruz You dummy. What a stupid post. Fuck your gun rights.
1333,,"Bellevue, WA",@davetv28 @suzan5150 @AGOWA I think everything you believe in is foolish except for gun rights. Constitution makes strange bedfellows.
1334,,United States,"@LiverpoolRage @piersmorgan rather it is or not, this is indeed the american way. our gun rights will not be taken away."
1335,,,"@HashtagGriswold Ohio wouldn't support changing 2A. Hell, governor Strickland was pro gun rights"
1336,,,"@RNCastaldo @TuckerCarlson @FoxNews Because this is the USA. If you ask this question, you want to sacrifice our kids for your gun rights"
1337,,Avatar State,Israel is better at gun control but is ass on human rights for Palestinians.
1338,,,@RealEagleBites @TuckerCarlson @FoxNews Two armed protector s at recent shooting. You just want to sacrifice our children for you gun rights
1339,,United States,@ProudResister @SpeakerRyan Your gun rights are not taken away but we must have universal  background checks. What are you afraid of?
1340,,Michigan,"If people really think banning gun rights will solve anything, you are a fucking dumbass"
1341,,,@RealEagleBites @TuckerCarlson @FoxNews No it hasn't been a failure. Sacrificing our children to protect your gun rights
1342,,"Pennsylvania, USA","@mrbill665 @BillWeirCNN fuck your gun, fuck your rights, fuck the Constitution, and fuck you"
1343,,,@lfsgd_diane @pamela12931446 @YesTo2ndChances So gun rights restored too right?
1344,,,"@Chet_Cannon No matter what your view of gun rights, the comments aimed toward this devastated father are despicable."
1345,,,"Gun control activists assert, ban assault weapons; gun rights activists maintain, murder from assault rifles decreased after '94 ban ended."
1346,,,@Buffbadbadger @HallwayJack @TuckerCarlson @FoxNews Sacrificing our children for your gun rights
1347,,,"Reading comments by NRA and gun rights supporters, and trying to keep down my inner HULK SMASH..."
1348,,,@ClintonFdn @CGIU There is still a lot more to be done with clean air water infrastructure women’s rights gun laws birth control.....✅
1349,,,@SzZeif @lacunalingua How can anyone think gun rights are worth this?
1350,,New Orleans,@piersmorgan No it’s because gun rights advocates are instrumental in electing and unelecting politicians
1351,,,@CNN Defending the #2a is the correct decision I will always protect gun rights in America but never murderers that commite savage acts .
1352,,"Florida, USA",So apparently I’m ugly because I disagree with someone about the rights to own a gun😂
1353,,,"@Veeh_Ro I honestly think if someone can’t afford an ID, they shouldn’t be voting. Owning a gun and drinking beer rights that require ids."
1354,,"Stanchfield, Minnesota","@SHAHEENTRUMPER1 @Katkentfl @sarahchad_ @realDonaldTrump Gun reform does not equal taking away your precious second amendment rights, pal"
1355,,new,"@Bondedservant @CNN wow thanks russia, for protecting our gun rights more than liberal loonies like the ones who run CNN

#FakeNews"
1356,,,Tell me how I can advocate for my safety in this world publically without risking my life because gun rights are an American priority?
1357,,Klamath river,"The "" they will just use knives instead of guns"" argument is really weak in favor of gun rights."
1358,,South Carolina,@Jeboh15 Gun rights are something I can get behind lol
1359,,"Norman, OK",there’s a whole group of people out there who hate white conservatives but sound a lot like them when discussing their gun rights. 🤷🏻‍♀️
1360,,"Indianapolis, IN","@KevinDaGunny HUMAN LIVES ARE WORTH MORE THAN GUN RIGHTS.

That's my argument. I'm waiting for your rebuttal."
1361,,"Indianapolis, IN",@TylerLee83 Gun rights are not more important.  I’ve never said that.
1362,,India,@jimmykimmel its not some Ghost of alien doing its simply ghost of gun rights doing. if thats not changing it will keep repeating
1363,,"Earth, Solar System, Universe.",Whoever thought gun rights is about gun ownership. ROFL. It is about the right to sell guns irresponsibly and make profit.
1364,,"Indianapolis, IN","@KevinDaGunny Human lives over gun rights. 

Please. Argue."
1365,,california,"u a hillbilly if u support gun rights 
caso cerrado 🔨"
1366,,Wallmapu,"@_Makada_ Gun rights are protected in Cuba, most citizens are Gun owners.

It's literally their plan to fight off a potential US invasion"
1367,,"Elsmere, KY",@EmilyMiller I want to thank you for standing up for gun rights in the Media. You are great reporter.
1368,,your moms,I'm sorry but I don't believe that gun rights should come above the rights of a child to live
1369,,"Palm Coast, FL",More gun laws only impede on the rights of law abiding gun owners #murderisagainstthelawtoo
1370,,"Long ago, in a galaxy far, far away.","@WAGV @AJENews For starters, anti gun rights activists can stop lying..."
1371,,,@IllimitableMan When are your puss femme UK politicians gonna spread the wealth and give you cunts gun rights??
1372,,Canada,@TomiLahren I dont give a fuck about your gun rights when KIDS ARE DYING.
1373,,,"Gun control activists declare, all rights are somewhat limited; gun rights activists contest, self-defense is a human right."
1374,,"Georgia, USA",@KEEMSTAR Every heard of the black market also citizens need gun rights it came from the founding fathers someone smarter then all of u
1375,,,Strange to see so many US adults fight for their gun rights. Why aren't they fighting to protect their children from being murdered? 🤔
1376,,not ravenswood,people who vigorously defend their ‘gun rights’ are terrifying
1377,,,@Stick2Sportz Idk if gun rights “givin” by god or former Ravens fan due to national anthem disrespect with a ravens hat on is funnier
1378,,Florida,Gun owners believe their rights supersede those of a child’s right to live.
1379,,"Dallas, TX ","Free lil pump but also free my gun rights , rite?"
1380,,Making money ,"I don’t own a gun YET, but once I am eligible trust me I will. YOU WONT TAKE AWAY MY RIGHTS. I guess trump is good for one thing- guns."
1381,,,@DrMartyFox The only committee we need is one to shut the dems up about taking gun rights away!!
1382,,"Virginia, USA",@SethMacFarlane I might consider giving up my gun rights if those seeking gun control give up their armed guards
1383,,,@SenFeinstein How about you take your gun grabbing liberal ass back to California and stop infringing on my constitutional protected rights!
1384,,"Boca Raton, FL",@allahpundit She has a point tbh. Kids saying everyday by Planned Parenthood and gun rights nuts.
1385,,"Sheboygan, WI",@ZackFlipse Exactly. It’s hard to implement any more gun laws without infringing on 2A rights.
1386,,Maryland,"So, if anyone wants to know how I feel about gun rights. Refer to my thread. 🤷🏼‍♀️"
1387,,🇺🇸,@JoeNBC Do you think republicans wouldn’t support gun rights without the NRA?
1388,,"Reeds Beach, NJ. ",@cnnbrk Republicans should think about wether its more impt to have gun rights or save the life of a child. Obviously not.
1389,,,"@SocialPowerOne1 you sad little man, not once has the Dems said take away the guns or gun rights from law abiding people. you are a fool."
1390,,"Chicago, Illinois",Wow this is the most self convincing I have ever seen gun rights advocates make lol.
1391,,"Tarpon Springs, FL",@chrislhayes Both @FLGovScott and @realDonaldTrump are guns rights activists not for gun laws! #inners
1392,,"Beverly Hills, CA",@ericgarland Vermont. Hmm. What Senator defends gun rights in Vermont?
1393,,"Sylvester, GA",TAKING AWAY OUR GUN RIGHTS WILL NOT STOP SHOOTINGS!
1394,,Maryland,I’m gonna rip every hair out of my head over these gun rights debates.
1395,,,@cher We have a right to bear arms that’s one of our fundamental rights there is a bigger problem here not a gun
1396,,,"Gun control activists declare, ban assault weapons; gun rights activists respond, no-fly lists often victimize innocent Americans."
1397,,"Hattiesburg, MS","@LTC_Hunter He's definitely a ""gun guy,"" but not a ""gun rights guy."""
1398,,,@jordanelite56 @WillBartoli @MarkDriscoll519 @WalshFreedom His gun rights were restricted. Isn’t that a constitutional crisis for you?
1399,,,I don't want to see this screenshot shared on Facebook anymore. Isn't it too soon to talk gun rights?
1400,,http://xvideos.com,"My gender identity is gun

Time to go to the USA, where the government shall revere me as a god and prioritise my rights above all else"
1401,,Illinois,I’m about to stroke out from seeing all these stupid Americans wanting to give up their gun rights
1402,,colder than a witch's tit WI,@AM3009 I tried that but gun rights people  love pulling out their flag and constitution and families military history it's been a fun convo
1403,,,@TomiLahren What rights will they be taking away from peaceful gun owners? Please explain.
1404,,"Minneapolis, MN",@211Pine @FBI @POTUS The FBI dropped the ball and the answer is to take away Americans 2nd amendment gun rights? NOT!
1405,,"Spennymoor, England",@SixNineActual I also defend gun rights even tho I'm British and I'm also against abortion so we can relate
1406,,"Kansas, USA","@walegates @CNN “Guns are our god given rights.” 🤔

I mean, but at least we changed her mind about gun laws! 🤷🏾‍♀️😊"
1407,,,"Gun control activists assert, all rights are somewhat limited; gun rights activists argue, armed citzens are a check on tyranny."
1408,,"Upper Darby, PA",@TomiLahren Yeah a lunatic who “you” want to have a gun. Don’t want to trample on his rights...:
1409,,glendale arizona,#TYTlive @TYTNetwork Pro Gun rights is not pro life.
1410,,,@JaaackRS @ThurcoRS Woah someone from the UK for gun rights? @JaaackRS  now i love your vids even more  :p
1411,,,Ford F-250 Copenhagen Bud Light YeeYee twitter defends their gun rights so passionately. I hope you're offended. Don't @ me.
1412,,,"maybe the 2nd amendment should be amended, so that people’s rights to live take precedence over other’s rights to own a gun in America"
1413,,"Charleston, IL",Real NRA and gun rights advocates don’t excuse white nationalist violent extremists. #FightingFor15 #Gaither15IL
1414,,"Anaheim, CA",@GaryandShannon @AriSchulman Still not giving up my gun rights.
1415,,,"Gun control activists insist, ban assault weapons; gun rights activists maintain, self-defense is a human right."
1416,,,"we've had over 200 school shootings since 2013,, no one gives a shit about you wanting to keep your gun rights Jim"
1417,,"Connecticut, USA",@gunrunner2527 @berniewins2016 @KahlilBlack @Pogalo @charliekirk11 @Susie2527 @NRA Fuck you and your gun rights.
1418,,"Oklahoma, USA",@jennamontoya_ True. Plus gun control goes against one of the U.S. amendment rights
1419,,"Ohio, USA",@DavidBiddle_ @instapundit When have gun owners experienced anything but an expansion of their rights over the last 20 years?
1420,,"Los Angeles, CA",@charliekirk11 @NRA A few days after a massacre you're tweeting about gun rights instead of children's lives. Really inappropriate.
1421,,"Raised in KY, living in NC","@PudgeMonkey @NBCNews @jonschuppe THINK!! If you give up gun rights ,what other right are you willing to give up?"
1422,,"Raised in KY, living in NC",@PudgeMonkey @NBCNews @jonschuppe Don't confuse gun rights with your emotions!
1423,,,@thelittleidiot @LisaBloom @HouseGOP That and the attitude of the GOP towards gun rights for owners vs. common sense gun laws.
1424,,Greater Vancouver,@lisak0623 @sels70 @NBCNews @GOP Good to see you know so much about guns and gun rights. Must be proud.
1425,,,"Gun control activists insist, auto weapons are not needed; gun rights activists contest, no-fly lists often victimize innocent Americans."
1426,,United States,@LukhmanM @MsJaimeMurray Absolutely not. Gun ownership protects these rights.
1427,,,"Gun control activists declare, ban assault weapons; gun rights activists argue, armed citzens are a check on tyranny."
1428,,,@Bradybuzz My gun rights are non-negotiable.
1429,,Albany/BKLYN,"@NYMag This from the state where a felony get your voting rights yanked, but not your gun rights."
1430,," Canada, eh? ",@evilscientistca They certainly seem to think their gun rights are more important than children's lives.
1431,,"Bellingham, MA",@radcox @shomeevidence Not a fair comparison Britain’s bill of rights and their founding document doesn’t include the right to own a gun
1432,,"Miami, FL",@nodank_ @Frialish I shouldn’t have to lose my rights because of a couple crazy people.  Majority of gun owners are not mass shooters.
1433,,Pacific Northwest ,@beenaroundblog @AGOWA Nothing with our gun  rights.
1434,,"Orlando, FL","It’s like they say about conservative men- once you go white, you start defending gun rights."
1435,,#RebelScum Headquarters,@KristiD29836346 Some of the reps got more. It depends on how important each seat was to the gun rights lobby.
1436,,"Indiana, USA",@NBCNews @jonschuppe This says it best... not about gun rights... about the right to make 💰off the gun
1437,,David Frum's left shoulder,@JoeNBC The Supreme Court will expand gun rights as long as there are five conservatives on the Supreme Court.
1438,,Carteret NJ,@Jersha We do have more rights to own a gun than we do decent affordable health care. Apparently.
1439,,,@ThisWeekABC The man who reversed Obama's EO limiting gun rights for those deemed mentally ill by social security
1440,,"Napanee, Ontario, Canada",@TAPSTRIMEDIA The @NRA probably compensated Rick Scott to defend gun rights.
1441,,,"Gun control activists declare, ban assault weapons; gun rights activists contest, murder from assault rifles decreased after '94 ban ended."
1442,,,@SouthernSnow21 @pinetime99 @SpinDr @CNN Gun lovers impede the rights of the REST of us to live in a safe society.
1443,,Cincinnati,"@fawfulfan Because the NRA isn't about gun rights, it's about gun sales."
1444,,,@andrei_mojica_ So if we give up our rights to own a gun will you give up your rights to run your mouth?
1445,,"Berlin, NJ",@TomiLahren WHO THE FUCK IS TALKING ABOUT STRIPPING AWAY ANYONES RIGHTS?!? PLEASE COMPREHEND THIS: GUN CONTROL DOES NOT EQUAL GUN BAN.
1446,,,"Gun control activists assert, auto weapons are not needed; gun rights activists contest, armed citzens are a check on tyranny."
1447,,"Bexhill, England, EUROPE.","One of the many things the gun rights lot never address is why does someone living in suburbia need an assault rifle? 

#GunControlNow"
1448,,,@CNN So gun rights trump kids .lyin Ted needs to go!
1449,,,"Instead of taking away our gun rights, why don’t we just put guns in the hands of all teachers and we won’t have this big of a problem."
1450,,,@Ehrengton @laurellarosee Agreed I just don’t believe I should lose my rights a gun because of his actions
1451,,,Had the FBI followed protocol there would be no debating gun rights again.
1452,,"Schnecksville, PA",@psucello13 Yeah and gun rights clearly have no effect on other living thing...
1453,,,@CNN What @tedcruz means... my gun toting supporters rights mean more than the lives of those killed in school shootings.
